student_id,company_id,cgpa_normalized,10th_normalized,12th_normalized,active_backlogs,dept_match,required_skills_match_ratio,preferred_skills_match_ratio,total_internship_months,max_internship_tier,num_projects,max_project_complexity,meets_project_complexity,num_global_premium_certs,num_global_standard_certs,num_national_certs,meets_cert_tier,num_papers,max_paper_tier,num_advanced_skills,num_verified_skills
SRM_DEN_095,CO016,0.774,0.932,0.569,1,1,0.0,0.0,7.0,3,3,3,1,0,1,0,1,0,0,3,4
SRM_DEN_096,CO016,0.8390000000000001,0.862,0.6409999999999999,1,1,0.0,0.0,1.0,3,2,3,1,0,1,0,1,0,0,1,5
SRM_DEN_097,CO016,0.763,0.755,0.816,1,1,0.0,0.0,2.0,3,2,3,1,1,1,1,1,0,0,1,3
SRM_DEN_098,CO016,0.7969999999999999,0.99,0.868,1,1,0.0,0.0,6.0,5,2,3,1,1,0,1,1,0,0,4,3
SRM_DEN_099,CO016,0.606,0.706,0.858,1,1,0.0,0.0,9.0,5,2,1,0,1,1,0,1,0,0,0,5
SRM_DEN_100,CO016,0.7769999999999999,0.99,0.9129999999999999,1,0,0.0,0.0,3.0,5,2,3,1,0,0,1,1,0,0,2,4
SRM_DEN_101,CO016,0.8789999999999999,0.821,0.446,1,1,0.0,0.0,3.0,5,3,3,1,0,2,1,1,0,0,1,4
SRM_DEN_102,CO016,0.9179999999999999,0.836,0.915,1,0,0.0,0.0,3.0,5,2,2,1,1,0,1,1,0,0,2,5
SRM_DEN_103,CO016,0.782,0.773,0.682,1,1,0.0,0.0,6.0,4,2,2,1,1,0,1,1,0,0,1,4
SRM_DEN_104,CO016,0.755,0.752,0.7440000000000001,1,1,0.0,0.0,9.0,5,2,3,1,1,0,1,1,0,0,4,8
SRM_DEN_105,CO016,0.778,0.8370000000000001,0.754,1,1,0.0,0.0,9.0,2,2,1,0,1,1,0,1,0,0,2,5
SRM_DEN_106,CO016,0.827,0.785,0.917,2,0,0.0,0.0,2.0,2,2,2,1,2,1,0,1,0,0,1,6
SRM_DEN_107,CO016,0.461,0.7759999999999999,0.722,1,1,0.0,0.0,9.0,5,3,2,1,0,1,0,1,0,0,3,7
SRM_DEN_108,CO016,0.643,0.99,0.96,1,1,0.0,0.0,9.0,4,2,3,1,1,0,0,1,0,0,3,4
SRM_DEN_109,CO016,0.638,0.753,0.569,2,1,0.0,0.0,12.0,4,2,3,1,0,1,1,1,0,0,3,6
SRM_DEN_110,CO016,0.682,0.7170000000000001,0.8109999999999999,1,1,0.0,0.0,7.0,5,2,3,1,0,1,2,1,0,0,1,6
SRM_DEN_111,CO016,0.8009999999999999,0.932,0.852,2,1,0.0,0.0,4.0,4,2,1,0,0,1,0,1,0,0,1,4
SRM_DEN_112,CO016,0.76,0.696,0.598,1,1,0.0,0.0,1.0,2,2,2,1,1,1,0,1,0,0,2,6
SRM_DEN_113,CO016,0.606,0.9129999999999999,0.99,1,1,0.0,0.0,7.0,4,3,2,1,0,2,2,1,0,0,2,3
SRM_DEN_114,CO016,0.72,0.99,0.779,2,1,0.0,0.0,8.0,4,2,3,1,0,1,1,1,0,0,1,5
SRM_DEN_115,CO016,0.639,0.812,0.6559999999999999,1,0,0.0,0.0,2.0,4,2,2,1,1,0,0,1,0,0,3,6
SRM_DEN_116,CO016,0.728,0.909,0.8140000000000001,1,1,0.0,0.0,4.0,4,2,2,1,1,0,1,1,0,0,2,3
SRM_DEN_117,CO016,0.697,0.7090000000000001,0.8109999999999999,1,1,0.0,0.0,4.0,5,2,3,1,0,2,1,1,0,0,0,3
SRM_DEN_118,CO016,0.962,0.703,0.57,2,1,0.0,0.0,3.0,3,2,2,1,0,0,0,1,0,0,0,4
SRM_DEN_119,CO016,0.604,0.97,0.721,1,1,0.0,0.0,2.0,3,2,2,1,1,1,0,1,0,0,4,3
SRM_DEN_120,CO016,0.683,0.7979999999999999,0.762,1,1,0.0,0.0,4.0,4,2,3,1,1,1,1,1,0,0,2,4
SRM_DEN_121,CO016,0.799,0.902,0.563,1,0,0.0,0.0,3.0,4,2,3,1,0,1,0,1,0,0,3,6
SRM_DEN_122,CO016,0.588,0.772,0.618,1,1,0.0,0.0,1.0,4,2,3,1,1,0,1,1,0,0,2,6
SRM_DEN_123,CO016,0.8720000000000001,0.903,0.7140000000000001,1,1,0.0,0.0,2.0,4,2,3,1,1,0,2,1,0,0,3,4
SRM_DEN_124,CO016,0.8460000000000001,0.868,0.779,1,1,0.0,0.0,9.0,5,3,3,1,0,1,1,1,0,0,4,5
SRM_DEN_125,CO016,0.8019999999999999,0.99,0.754,2,1,0.0,0.0,4.0,5,2,3,1,1,0,0,1,0,0,4,5
SRM_DEN_126,CO016,0.615,0.868,0.915,1,1,0.0,0.0,2.0,2,2,3,1,2,2,0,1,0,0,4,7
SRM_DEN_127,CO016,0.8140000000000001,0.8170000000000001,0.8109999999999999,1,1,0.0,0.0,4.0,4,2,2,1,2,0,0,1,0,0,2,8
SRM_DEN_128,CO016,0.626,0.7759999999999999,0.6609999999999999,2,1,0.0,0.0,4.0,5,3,3,1,0,1,2,1,0,0,3,4
SRM_DEN_129,CO016,0.7929999999999999,0.868,0.7829999999999999,1,0,0.0,0.0,3.0,3,2,3,1,0,0,0,1,0,0,3,8
SRM_DEN_130,CO016,0.8019999999999999,0.631,0.902,2,0,0.0,0.0,3.0,2,2,3,1,1,1,2,1,0,0,2,7
SRM_DEN_131,CO016,0.795,0.765,0.653,1,1,0.0,0.0,3.0,5,2,1,0,1,0,1,1,0,0,3,3
SRM_DEN_132,CO016,0.6910000000000001,0.5329999999999999,0.5579999999999999,1,1,0.0,0.0,3.0,3,2,3,1,1,0,0,1,0,0,1,6
SRM_DEN_133,CO016,0.46299999999999997,0.61,0.55,1,1,0.0,0.0,8.0,5,2,2,1,0,0,0,1,0,0,2,4
SRM_DEN_134,CO016,0.646,0.99,0.69,2,1,0.0,0.0,2.0,5,2,3,1,0,1,0,1,0,0,2,5
SRM_DEN_135,CO016,0.658,0.871,0.99,2,1,0.0,0.0,3.0,3,2,1,0,1,0,0,1,0,0,1,6
SRM_DEN_136,CO016,0.7,0.614,0.981,1,1,0.0,0.0,3.0,3,2,3,1,1,0,0,1,0,0,2,7
SRM_DEN_137,CO016,0.6559999999999999,0.524,0.8029999999999999,1,1,0.0,0.0,4.0,4,2,3,1,1,1,0,1,0,0,4,5
SRM_DEN_138,CO016,0.5589999999999999,0.99,0.838,1,1,0.0,0.0,3.0,3,2,1,0,1,0,2,1,0,0,0,6
SRM_DEN_139,CO016,0.607,0.855,0.7440000000000001,1,1,0.0,0.0,8.0,5,3,3,1,0,0,1,1,0,0,5,7
SRM_DEN_140,CO016,0.8550000000000001,0.514,0.848,1,1,0.0,0.0,1.0,5,2,2,1,0,2,1,1,0,0,3,7
SRM_DEN_141,CO016,0.7230000000000001,0.907,0.8109999999999999,1,1,0.0,0.0,7.0,5,2,3,1,0,1,0,1,0,0,2,4
SRM_DEN_142,CO016,0.7849999999999999,0.812,0.7609999999999999,1,0,0.0,0.0,9.0,5,3,3,1,0,0,0,1,0,0,2,5
SRM_DEN_143,CO016,0.7030000000000001,0.75,0.563,1,1,0.0,0.0,3.0,4,2,3,1,0,1,0,1,0,0,2,6
SRM_DEN_144,CO016,0.609,0.706,0.7240000000000001,2,1,0.0,0.0,1.0,4,2,3,1,1,1,1,1,0,0,2,5
SRM_DEN_145,CO016,0.7030000000000001,0.932,0.95,1,1,0.0,0.0,3.0,5,2,2,1,0,0,0,1,0,0,2,6
SRM_DEN_146,CO016,0.625,0.797,0.8220000000000001,1,1,0.0,0.0,3.0,3,2,2,1,0,0,1,1,0,0,3,6
SRM_DEN_147,CO016,0.8960000000000001,0.9490000000000001,0.7929999999999999,1,1,0.0,0.0,3.0,5,2,2,1,1,2,0,1,0,0,4,6
SRM_DEN_148,CO016,0.765,0.757,0.725,1,1,0.0,0.0,4.0,3,3,3,1,0,1,1,1,0,0,3,5
SRM_DEN_149,CO016,0.852,0.97,0.898,1,1,0.0,0.0,2.0,2,2,3,1,0,1,1,1,0,0,4,4
SRM_DEN_150,CO016,0.833,0.772,0.691,1,1,0.0,0.0,3.0,4,2,2,1,0,0,1,1,0,0,4,4
SRM_DEN_151,CO016,0.8220000000000001,0.7859999999999999,0.8009999999999999,1,1,0.0,0.0,4.0,4,3,3,1,1,2,0,1,0,0,4,7
SRM_DEN_152,CO016,0.86,0.99,0.96,1,1,0.0,0.0,5.0,5,2,3,1,1,1,1,1,0,0,4,4
SRM_DEN_153,CO016,0.7849999999999999,0.909,0.858,2,1,0.0,0.0,6.0,5,2,3,1,1,2,0,1,0,0,3,6
SRM_DEN_154,CO016,0.9789999999999999,0.7979999999999999,0.606,1,1,0.0,0.0,2.0,4,2,2,1,1,2,0,1,0,0,3,4
SRM_DEN_155,CO016,0.843,0.721,0.8009999999999999,1,1,0.0,0.0,6.0,2,2,3,1,0,0,1,1,0,0,3,6
SRM_DEN_156,CO016,0.82,0.99,0.72,1,1,0.0,0.0,9.0,3,2,1,0,1,2,0,1,0,0,2,7
SRM_DEN_157,CO016,0.873,0.69,0.563,1,1,0.0,0.0,1.0,3,3,3,1,1,0,1,1,0,0,2,6
SRM_DEN_158,CO016,0.74,0.574,0.845,1,1,0.0,0.0,4.0,5,2,2,1,1,1,1,1,0,0,3,4
SRM_DEN_159,CO016,0.768,0.9129999999999999,0.659,1,1,0.0,0.0,7.0,4,2,3,1,1,0,1,1,0,0,4,6
SRM_DEN_160,CO016,0.842,0.753,0.897,2,1,0.0,0.0,7.0,5,2,2,1,0,0,0,1,0,0,3,6
SRM_DEN_161,CO016,0.833,0.878,0.778,2,1,0.0,0.0,3.0,5,2,2,1,0,0,0,1,0,0,2,7
SRM_DEN_162,CO016,0.702,0.514,0.722,1,1,0.0,0.0,6.0,5,2,3,1,0,0,1,1,0,0,2,3
SRM_DEN_163,CO016,0.9730000000000001,0.99,0.868,1,1,0.0,0.0,3.0,3,2,3,1,1,2,0,1,0,0,3,7
SRM_DEN_164,CO016,0.697,0.853,0.735,1,1,0.0,0.0,8.0,5,2,3,1,0,0,1,1,0,0,6,6
SRM_DEN_165,CO016,0.9550000000000001,0.7809999999999999,0.816,2,1,0.0,0.0,6.0,2,3,2,1,0,1,1,1,0,0,4,5
SRM_DEN_166,CO016,0.737,0.608,0.922,1,1,0.0,0.0,2.0,3,3,3,1,1,1,0,1,0,0,2,5
SRM_DEN_167,CO016,0.697,0.7190000000000001,0.6609999999999999,1,1,0.0,0.0,2.0,3,2,3,1,2,0,0,1,0,0,3,6
SRM_DEN_168,CO016,0.9380000000000001,0.753,0.8109999999999999,1,1,0.0,0.0,3.0,4,2,2,1,2,0,2,1,0,0,3,5
SRM_DEN_169,CO016,0.729,0.9329999999999999,0.5920000000000001,1,1,0.0,0.0,3.0,5,2,2,1,1,1,0,1,0,0,3,5
SRM_DEN_170,CO016,0.837,0.63,0.856,1,1,0.0,0.0,6.0,3,2,3,1,0,1,1,1,0,0,1,6
SRM_DEN_171,CO016,0.6679999999999999,0.7190000000000001,0.8079999999999999,1,0,0.0,0.0,4.0,3,3,3,1,1,0,0,1,0,0,2,6
SRM_DEN_172,CO016,0.8009999999999999,0.7809999999999999,0.851,1,1,0.0,0.0,2.0,5,2,1,0,0,0,1,1,0,0,3,5
SRM_DEN_173,CO016,0.807,0.6779999999999999,0.99,1,1,0.0,0.0,6.0,5,3,3,1,1,0,0,1,0,0,2,3
SRM_DEN_174,CO016,0.72,0.638,0.922,1,0,0.0,0.0,1.0,5,2,3,1,0,1,2,1,0,0,1,5
SRM_DEN_175,CO016,0.788,0.868,0.8320000000000001,1,0,0.0,0.0,9.0,5,2,3,1,0,0,1,1,0,0,2,7
SRM_DEN_176,CO016,0.8029999999999999,0.787,0.863,1,1,0.0,0.0,6.0,4,3,3,1,0,1,0,1,0,0,2,6
SRM_DEN_177,CO016,0.85,0.687,0.8009999999999999,1,1,0.0,0.0,3.0,5,2,3,1,1,1,2,1,0,0,1,3
SRM_DEN_178,CO016,0.869,0.7909999999999999,0.915,1,1,0.0,0.0,4.0,2,2,3,1,1,0,1,1,0,0,4,1
SRM_DEN_179,CO016,0.683,0.8590000000000001,0.882,1,1,0.0,0.0,1.0,4,2,3,1,1,0,0,1,0,0,1,3
SRM_DEN_180,CO016,0.637,0.755,0.618,1,0,0.0,0.0,1.0,2,3,3,1,0,1,1,1,0,0,3,5
SRM_DEN_181,CO016,0.658,0.99,0.722,1,1,0.0,0.0,2.0,2,2,2,1,2,1,0,1,0,0,4,6
SRM_DEN_182,CO016,0.78,0.99,0.8220000000000001,1,1,0.0,0.0,1.0,4,2,3,1,1,0,0,1,0,0,4,5
SRM_DEN_183,CO016,0.924,0.721,0.8109999999999999,1,1,0.0,0.0,5.0,5,2,3,1,1,2,0,1,0,0,1,6
SRM_DEN_184,CO016,0.998,0.99,0.669,1,1,0.0,0.0,2.0,2,2,3,1,1,1,1,1,0,0,1,5
SRM_DEN_185,CO016,0.858,0.804,0.816,1,1,0.0,0.0,3.0,5,2,3,1,0,0,1,1,0,0,7,3
SRM_DEN_186,CO016,0.7230000000000001,0.799,0.57,2,0,0.0,0.0,2.0,2,3,3,1,0,2,0,1,0,0,1,5
SRM_DEN_187,CO016,0.9550000000000001,0.893,0.68,1,1,0.0,0.0,9.0,4,2,2,1,1,1,0,1,0,0,3,4
SRM_DEN_188,CO016,0.923,0.495,0.75,1,1,0.0,0.0,2.0,5,2,1,0,0,0,1,1,0,0,3,5
SRM_DEN_189,CO016,0.606,0.922,0.6729999999999999,1,1,0.0,0.0,3.0,5,2,2,1,1,1,0,1,0,0,1,6
SRM_DEN_190,CO016,0.762,0.99,0.684,2,1,0.0,0.0,2.0,5,2,1,0,0,3,0,1,0,0,6,6
SRM_DEN_191,CO016,0.977,0.919,0.893,2,1,0.0,0.0,5.0,5,2,2,1,0,0,1,1,0,0,2,3
SRM_DEN_192,CO016,0.7150000000000001,0.773,0.6920000000000001,1,1,0.0,0.0,3.0,2,3,3,1,1,2,1,1,0,0,4,6
SRM_DEN_193,CO016,0.522,0.75,0.8220000000000001,1,0,0.0,0.0,3.0,3,2,3,1,2,0,1,1,0,0,3,4
SRM_DEN_194,CO016,0.739,0.986,0.8009999999999999,1,0,0.0,0.0,3.0,3,2,3,1,3,0,0,1,0,0,1,2
SRM_DEN_195,CO016,0.584,0.6679999999999999,0.951,1,1,0.0,0.0,2.0,3,2,3,1,3,0,0,1,0,0,4,7
SRM_DEN_196,CO016,0.526,0.5539999999999999,0.8109999999999999,1,1,0.0,0.0,8.0,5,2,3,1,0,0,1,1,0,0,4,6
SRM_DEN_197,CO016,0.658,0.97,0.778,1,1,0.0,0.0,2.0,5,3,2,1,0,0,2,1,0,0,6,4
SRM_DEN_198,CO016,0.9029999999999999,0.752,0.99,1,1,0.0,0.0,6.0,5,3,2,1,0,1,0,1,0,0,1,5
SRM_DEN_199,CO016,0.901,0.655,0.846,1,1,0.0,0.0,1.0,4,2,3,1,1,0,2,1,0,0,4,3
SRM_DEN_200,CO016,0.75,0.7190000000000001,0.7190000000000001,1,1,0.0,0.0,1.0,4,2,3,1,0,0,1,1,0,0,1,6
SRM_LAT_001,CO016,0.748,0.805,0.8220000000000001,1,1,0.0,0.0,9.0,5,3,1,0,0,0,1,1,0,0,4,8
SRM_LAT_001_V2,CO016,0.748,0.805,0.8220000000000001,1,1,0.0,0.0,4.0,4,3,3,1,0,1,1,1,0,0,3,4
SRM_LAT_002,CO016,0.764,0.721,0.684,0,1,0.0,0.0,9.0,2,3,3,1,0,1,0,1,0,0,1,3
SRM_LAT_002_V2,CO016,0.764,0.721,0.684,0,1,0.0,0.0,7.0,3,3,3,1,0,0,1,1,0,0,1,3
SRM_LAT_003,CO016,0.653,0.69,0.725,1,1,0.0,0.333,0.0,0,2,3,1,0,0,0,1,0,0,2,2
SRM_LAT_003_V2,CO016,0.653,0.69,0.725,1,1,0.0,0.333,0.0,0,2,3,1,0,0,0,1,0,0,3,5
SRM_LAT_004,CO016,0.845,0.84,0.789,0,1,1.0,0.0,0.0,0,2,2,1,0,1,1,1,0,0,6,7
SRM_LAT_004_V2,CO016,0.845,0.84,0.789,0,1,1.0,0.0,0.0,0,2,3,1,1,0,0,1,0,0,2,4
SRM_LAT_005,CO016,0.736,0.705,0.7909999999999999,0,0,0.0,0.0,1.0,3,2,3,1,0,1,1,1,0,0,2,2
SRM_LAT_005_V2,CO016,0.736,0.705,0.7909999999999999,0,0,0.0,0.0,2.0,2,2,2,1,0,0,2,1,0,0,3,1
SRM_LAT_006,CO016,0.8400000000000001,0.789,0.81,0,1,0.0,0.333,1.0,3,2,2,1,0,1,1,1,0,0,3,7
SRM_LAT_006_V2,CO016,0.8400000000000001,0.789,0.81,0,1,0.0,0.333,2.0,3,2,3,1,3,0,0,1,0,0,5,6
SRM_LAT_007,CO016,0.943,0.871,0.9159999999999999,0,1,1.0,0.0,7.0,5,2,3,1,0,1,1,1,0,0,2,6
SRM_LAT_007_V2,CO016,0.943,0.871,0.9159999999999999,0,1,1.0,0.0,9.0,4,2,3,1,1,1,2,1,0,0,0,4
SRM_LAT_008,CO016,0.766,0.922,0.7879999999999999,0,1,1.0,0.0,3.0,5,2,3,1,2,1,0,1,0,0,3,5
SRM_LAT_008_V2,CO016,0.766,0.922,0.7879999999999999,0,1,1.0,0.0,6.0,5,2,3,1,1,0,2,1,0,0,4,4
SRM_LAT_009,CO016,0.8710000000000001,0.855,0.754,0,1,0.0,0.0,9.0,4,2,3,1,1,1,2,1,0,0,2,2
SRM_LAT_009_V2,CO016,0.8710000000000001,0.855,0.754,0,1,0.0,0.0,7.0,3,2,3,1,1,0,1,1,0,0,0,4
SRM_LAT_010,CO016,0.712,0.752,0.55,0,1,0.0,0.333,0.0,0,2,3,1,0,0,2,1,0,0,3,9
SRM_LAT_010_V2,CO016,0.712,0.752,0.55,0,1,0.0,0.333,0.0,0,2,3,1,0,0,2,1,0,0,5,9
SRM_LAT_011,CO016,0.828,0.7809999999999999,0.75,0,1,0.0,0.333,1.0,3,3,2,1,1,0,2,1,0,0,3,7
SRM_LAT_011_V2,CO016,0.828,0.7809999999999999,0.75,0,1,0.0,0.333,6.0,2,3,3,1,0,2,2,1,0,0,5,4
SRM_LAT_012,CO016,0.905,0.772,0.759,0,1,1.0,0.0,3.0,4,2,3,1,1,1,1,1,0,0,4,7
SRM_LAT_012_V2,CO016,0.905,0.772,0.759,0,1,1.0,0.0,4.0,5,2,3,1,2,0,1,1,0,0,5,9
SRM_LAT_013,CO016,0.788,0.7609999999999999,0.7959999999999999,0,1,0.0,0.0,1.0,5,2,2,1,0,1,1,1,0,0,3,5
SRM_LAT_013_V2,CO016,0.788,0.7609999999999999,0.7959999999999999,0,1,0.0,0.0,2.0,4,2,2,1,1,1,1,1,0,0,4,10
SRM_LAT_014,CO016,0.921,0.8590000000000001,0.981,0,1,0.0,0.0,4.0,4,2,2,1,1,0,1,1,0,0,2,6
SRM_LAT_014_V2,CO016,0.921,0.8590000000000001,0.981,0,1,0.0,0.0,6.0,3,2,3,1,1,0,0,1,0,0,0,7
SRM_LAT_015,CO016,0.868,0.986,0.927,0,1,0.0,0.0,2.0,4,2,2,1,0,1,1,1,0,0,2,3
SRM_LAT_015_V2,CO016,0.868,0.986,0.927,0,1,0.0,0.0,8.0,4,2,2,1,0,0,2,1,0,0,2,3
SRM_LAT_016,CO016,0.8880000000000001,0.903,0.836,0,1,0.0,0.0,0.0,0,2,1,0,2,0,1,1,0,0,3,2
SRM_LAT_016_V2,CO016,0.8880000000000001,0.903,0.836,0,0,0.0,0.0,0.0,0,2,3,1,0,1,2,1,0,0,0,2
SRM_LAT_017,CO016,0.837,0.935,0.856,1,1,0.0,0.0,9.0,3,3,3,1,1,0,1,1,0,0,6,7
SRM_LAT_017_V2,CO016,0.837,0.935,0.856,1,1,0.0,0.0,5.0,3,3,3,1,1,1,0,1,0,0,3,4
SRM_LAT_018,CO016,0.643,0.75,0.653,2,1,0.0,0.333,0.0,0,3,3,1,1,0,2,1,0,0,5,8
SRM_LAT_018_V2,CO016,0.643,0.75,0.653,2,1,0.0,0.333,0.0,0,3,3,1,2,0,1,1,0,0,3,2
SRM_LAT_019,CO016,0.82,0.821,0.825,0,1,1.0,0.0,0.0,0,2,2,1,0,1,2,1,0,0,2,4
SRM_LAT_019_V2,CO016,0.82,0.821,0.825,0,1,1.0,0.0,0.0,0,2,3,1,1,1,1,1,0,0,5,4
SRM_LAT_020,CO016,0.9,0.99,0.953,0,1,0.0,0.0,1.0,4,2,3,1,0,0,1,1,0,0,0,5
SRM_LAT_020_V2,CO016,0.9,0.99,0.953,0,0,0.0,0.0,6.0,4,2,3,1,0,1,0,1,0,0,4,5
SRM_LAT_021,CO016,0.8470000000000001,0.836,0.816,0,1,0.0,0.0,0.0,0,3,2,1,0,0,1,1,0,0,4,2
SRM_LAT_021_V2,CO016,0.8470000000000001,0.836,0.816,0,1,0.0,0.0,0.0,0,3,3,1,1,0,1,1,0,0,2,7
SRM_LAT_022,CO016,0.8119999999999999,0.7759999999999999,0.735,0,1,0.0,0.0,1.0,4,2,2,1,0,1,1,1,0,0,2,4
SRM_LAT_022_V2,CO016,0.8119999999999999,0.7759999999999999,0.735,0,1,0.0,0.0,2.0,4,2,3,1,0,1,1,1,0,0,2,6
SRM_LAT_023,CO016,0.61,0.5539999999999999,0.61,1,1,0.0,0.333,0.0,0,3,3,1,0,0,0,1,0,0,4,4
SRM_LAT_023_V2,CO016,0.61,0.5539999999999999,0.61,1,1,0.0,0.333,0.0,0,3,2,1,2,0,2,1,0,0,3,4
SRM_LAT_024,CO016,0.589,0.514,0.5660000000000001,0,1,0.0,0.0,0.0,0,2,2,1,1,0,0,1,0,0,4,6
SRM_LAT_024_V2,CO016,0.589,0.514,0.5660000000000001,0,1,0.0,0.0,0.0,0,2,3,1,0,1,0,1,0,0,4,7
SRM_LAT_025,CO016,0.7889999999999999,0.965,0.9209999999999999,0,1,1.0,0.0,0.0,0,2,3,1,0,0,1,1,0,0,5,5
SRM_LAT_025_V2,CO016,0.7889999999999999,0.965,0.9209999999999999,0,1,1.0,0.0,0.0,0,2,1,0,0,2,1,1,0,0,4,3
SRM_LAT_026,CO016,0.7190000000000001,0.64,0.715,0,1,0.0,0.0,0.0,0,2,1,0,0,1,1,1,0,0,2,5
SRM_LAT_026_V2,CO016,0.7190000000000001,0.64,0.715,0,1,0.0,0.0,0.0,0,2,2,1,0,1,2,1,0,0,2,5
SRM_LAT_027,CO016,0.8320000000000001,0.754,0.736,0,1,0.0,0.0,7.0,5,2,1,0,0,1,0,1,0,0,1,6
SRM_LAT_027_V2,CO016,0.8320000000000001,0.754,0.736,0,1,0.0,0.0,5.0,3,2,3,1,2,0,0,1,0,0,1,5
SRM_LAT_028,CO016,0.89,0.99,0.858,0,1,0.0,0.0,12.0,3,2,2,1,1,0,0,1,0,0,2,7
SRM_LAT_028_V2,CO016,0.89,0.99,0.858,0,1,0.0,0.0,4.0,5,2,2,1,1,0,0,1,0,0,3,6
SRM_LAT_029,CO016,0.7849999999999999,0.816,0.762,0,1,0.0,0.667,6.0,4,2,1,0,1,1,1,1,0,0,2,5
SRM_LAT_029_V2,CO016,0.7849999999999999,0.816,0.762,0,1,0.0,0.667,6.0,5,2,1,0,1,2,0,1,0,0,6,4
SRM_LAT_030,CO016,0.8019999999999999,0.8220000000000001,0.8240000000000001,0,1,0.0,0.0,0.0,0,2,1,0,0,0,2,1,0,0,2,3
SRM_LAT_030_V2,CO016,0.8019999999999999,0.8220000000000001,0.8240000000000001,0,1,0.0,0.0,0.0,0,2,3,1,0,3,1,1,0,0,2,2
SRM_LAT_031,CO016,0.702,0.687,0.736,0,1,0.0,0.333,8.0,5,2,3,1,3,1,0,1,0,0,3,8
SRM_LAT_031_V2,CO016,0.702,0.687,0.736,0,1,0.0,0.333,4.0,5,2,3,1,0,1,1,1,0,0,7,6
SRM_LAT_032,CO016,0.689,0.754,0.738,0,1,0.0,0.0,4.0,4,2,2,1,1,0,0,1,0,0,0,2
SRM_LAT_032_V2,CO016,0.689,0.754,0.738,0,1,0.0,0.0,3.0,4,2,3,1,0,1,0,1,0,0,3,3
SRM_LAT_033,CO016,0.859,0.97,0.99,0,1,0.0,0.333,9.0,4,2,2,1,0,0,0,1,0,0,2,6
SRM_LAT_033_V2,CO016,0.859,0.97,0.99,0,1,0.0,0.333,12.0,5,2,2,1,1,0,0,1,0,0,2,6
SRM_LAT_034,CO016,0.7110000000000001,0.624,0.648,0,1,0.0,0.333,2.0,4,2,2,1,1,0,1,1,0,0,3,5
SRM_LAT_034_V2,CO016,0.7110000000000001,0.624,0.648,0,0,0.0,0.333,8.0,4,2,1,0,1,1,0,1,0,0,2,6
SRM_LAT_035,CO016,0.9109999999999999,0.99,0.836,0,1,0.0,0.0,0.0,0,2,3,1,0,0,0,1,0,0,3,6
SRM_LAT_035_V2,CO016,0.9109999999999999,0.99,0.836,0,0,0.0,0.0,0.0,0,2,1,0,0,0,1,1,0,0,4,5
SRM_LAT_036,CO016,0.943,0.862,0.902,0,1,1.0,0.0,0.0,0,3,3,1,1,0,2,1,0,0,4,9
SRM_LAT_036_V2,CO016,0.943,0.862,0.902,0,1,1.0,0.0,0.0,0,3,2,1,3,0,0,1,0,0,2,7
SRM_LAT_037,CO016,0.931,0.907,0.915,0,1,1.0,0.667,2.0,2,2,3,1,2,0,1,1,0,0,3,9
SRM_LAT_037_V2,CO016,0.931,0.907,0.915,0,1,1.0,0.667,1.0,4,2,1,0,1,0,1,1,0,0,7,5
SRM_LAT_038,CO016,0.665,0.73,0.7140000000000001,1,1,0.0,0.333,3.0,3,3,3,1,1,0,0,1,0,0,3,3
SRM_LAT_038_V2,CO016,0.665,0.73,0.7140000000000001,1,1,0.0,0.333,4.0,5,3,3,1,2,0,1,1,0,0,2,3
SRM_LAT_039,CO016,0.755,0.772,0.775,1,1,0.0,0.0,0.0,0,2,3,1,0,1,0,1,0,0,2,6
SRM_LAT_039_V2,CO016,0.755,0.772,0.775,1,0,0.0,0.0,0.0,0,2,3,1,0,0,1,1,0,0,5,3
SRM_LAT_040,CO016,0.462,0.514,0.47100000000000003,2,1,0.0,0.0,1.0,4,2,3,1,2,0,0,1,0,0,4,5
SRM_LAT_040_V2,CO016,0.462,0.514,0.47100000000000003,2,1,0.0,0.0,2.0,5,2,3,1,0,2,0,1,0,0,4,6
SRM_LAT_041,CO016,0.9259999999999999,0.99,0.99,1,1,0.0,0.0,2.0,4,5,3,1,0,2,1,1,0,0,3,4
SRM_LAT_042,CO016,0.788,0.795,0.7829999999999999,1,1,0.0,0.0,4.0,4,5,2,1,0,0,1,1,0,0,3,5
SRM_LAT_043,CO016,0.885,0.812,0.9670000000000001,1,0,0.0,0.0,3.0,5,5,2,1,2,0,2,1,0,0,2,6
SRM_LAT_044,CO016,0.73,0.7979999999999999,0.8190000000000001,1,0,0.0,0.0,9.0,5,5,3,1,0,1,1,1,0,0,4,6
SRM_LAT_045,CO016,0.756,0.706,0.711,1,1,0.0,0.0,3.0,5,5,3,1,1,1,0,1,0,0,3,5
SRM_LAT_046,CO016,0.659,0.772,0.539,1,1,0.0,0.0,2.0,5,5,3,1,0,1,2,1,0,0,2,6
SRM_LAT_047,CO016,0.6849999999999999,0.721,0.6,1,1,0.0,0.0,2.0,5,5,3,1,0,1,0,1,0,0,1,5
SRM_LAT_048,CO016,0.765,0.752,0.8290000000000001,1,0,0.0,0.0,4.0,5,5,3,1,0,0,1,1,0,0,2,6
SRM_LAT_049,CO016,0.693,0.7190000000000001,0.47100000000000003,2,1,0.0,0.0,3.0,5,5,3,1,0,2,2,1,0,0,1,5
