cert_id,student_id,cert_name,issuing_body,tier,domain,year_obtained
RW-CERT-SRM_STA_138-04,SRM_STA_138,"{'cert_name': '(cid:127) App Development with Swift Certification', 'issuing_body': 'Apple', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,AI,2026
RW-CERT-SRM_STA_139-01,SRM_STA_139,"{'cert_name': '(cid:127) Entry Certificate in Business Analysis (ECBA)', 'issuing_body': 'IIBA', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Premium,Data,2026
RW-CERT-SRM_STA_139-02,SRM_STA_139,"{'cert_name': '(cid:127) ISTQB Foundation Level', 'issuing_body': 'ISTQB', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,Programming,2026
RW-CERT-SRM_STA_139-03,SRM_STA_139,"{'cert_name': '(cid:127) Scaler', 'issuing_body': 'Data Structures and Algorithms — Scaler', 'tier': 'National', 'year_obtained': 2023}",Issuer,National,Data,2026
RW-CERT-SRM_STA_140-01,SRM_STA_140,"{'cert_name': '(cid:127) Google Cloud Certified: Cloud Developer', 'issuing_body': 'Google', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Standard,Web,2026
RW-CERT-SRM_STA_140-02,SRM_STA_140,"{'cert_name': '(cid:127) Associate Android Developer', 'issuing_body': 'Google', 'tier': 'National', 'year_obtained': 2025}",Issuer,Local,Web,2026
RW-CERT-SRM_STA_140-03,SRM_STA_140,"{'cert_name': '(cid:127) AWS Certified AI Practitioner', 'issuing_body': 'Amazon', 'tier': 'National', 'year_obtained': 2025}",Issuer,Local,AI,2025
RW-CERT-SRM_STA_141-01,SRM_STA_141,"{'cert_name': '(cid:127) AWS Certified AI Practitioner', 'issuing_body': 'Amazon', 'tier': 'National', 'year_obtained': 2023}",Issuer,Local,Data,2025
RW-CERT-SRM_STA_141-02,SRM_STA_141,"{'cert_name': '(cid:127) Oracle Cloud Infrastructure 2025 Generative AI Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Premium,Data,2026
RW-CERT-SRM_STA_141-03,SRM_STA_141,"{'cert_name': '(cid:127) Oracle AI Autonomous Database 2025 Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Premium,AI,2025
RW-CERT-SRM_STA_142-01,SRM_STA_142,"{'cert_name': '(cid:127) AWS Certified AI Practitioner', 'issuing_body': 'Amazon', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Premium,Web,2023
RW-CERT-SRM_STA_142-02,SRM_STA_142,"{'cert_name': '(cid:127) Google Cloud Certified: Machine Learning Engineer', 'issuing_body': 'Google', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,Programming,2023
RW-CERT-SRM_STA_142-03,SRM_STA_142,"{'cert_name': '(cid:127) Microsoft Power BI Data Analyst', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Standard,AI,2022
RW-CERT-SRM_STA_142-04,SRM_STA_142,"{'cert_name': '(cid:127) Oracle Cloud Infrastructure 2025 Data Science Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Standard,AI,2023
RW-CERT-SRM_STA_143-01,SRM_STA_143,"{'cert_name': '(cid:127) ISTQB Foundation Level', 'issuing_body': 'ISTQB', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,Cloud,2022
RW-CERT-SRM_STA_143-02,SRM_STA_143,"{'cert_name': '(cid:127) AWS Certified Machine Learning', 'issuing_body': 'Specialty — Amazon', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,Data,2022
RW-CERT-SRM_STA_143-03,SRM_STA_143,"{'cert_name': '(cid:127) Red Hat Certified Specialist in Containers', 'issuing_body': 'Red Hat', 'tier': 'National', 'year_obtained': 2024}",Issuer,Local,Programming,2026
RW-CERT-SRM_STA_143-04,SRM_STA_143,"{'cert_name': '(cid:127) Scaler', 'issuing_body': 'Data Structures and Algorithms — Scaler', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Premium,Cloud,2022
RW-CERT-SRM_STA_144-01,SRM_STA_144,"{'cert_name': '(cid:127) NPTEL', 'issuing_body': 'Machine Learning — NPTEL', 'tier': 'NPTEL', 'year_obtained': 2024}",Issuer,Global_Premium,Programming,2024
RW-CERT-SRM_STA_144-02,SRM_STA_144,"{'cert_name': '(cid:127) Certified Blockchain Expert', 'issuing_body': 'Blockchain Council', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Premium,Cloud,2024
RW-CERT-SRM_STA_145-01,SRM_STA_145,"{'cert_name': '(cid:127) Microsoft Certified: Azure AI Fundamentals', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Standard,AI,2026
RW-CERT-SRM_STA_145-02,SRM_STA_145,"{'cert_name': '(cid:127) CompTIA Data+', 'issuing_body': 'CompTIA', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,Cloud,2024
RW-CERT-SRM_STA_145-03,SRM_STA_145,"{'cert_name': '(cid:127) Oracle Cloud Infrastructure 2025 Generative AI Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Standard,AI,2026
RW-CERT-SRM_STA_146-01,SRM_STA_146,"{'cert_name': '(cid:127) Atlassian Certified Associate', 'issuing_body': 'Jira Software Essentials — Atlassian', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,Cloud,2024
RW-CERT-SRM_STA_146-02,SRM_STA_146,"{'cert_name': '(cid:127) NPTEL', 'issuing_body': 'Machine Learning — NPTEL', 'tier': 'NPTEL', 'year_obtained': 2024}",Issuer,Global_Premium,Programming,2026
RW-CERT-SRM_STA_146-03,SRM_STA_146,"{'cert_name': '(cid:127) Certified Associate in Project Management (CAPM)', 'issuing_body': 'PMI', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Premium,AI,2022
RW-CERT-SRM_STA_147-01,SRM_STA_147,"{'cert_name': '(cid:127) NVIDIA Certified Associate', 'issuing_body': 'Generative AI LLMs — NVIDIA', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Standard,AI,2024
RW-CERT-SRM_STA_147-02,SRM_STA_147,"{'cert_name': '(cid:127) Oracle Cloud Infrastructure 2025 Generative AI Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2024}",Issuer,Local,AI,2023
RW-CERT-SRM_STA_147-03,SRM_STA_147,"{'cert_name': '(cid:127) Microsoft Certified: Azure AI Fundamentals', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,Cloud,2024
RW-CERT-SRM_STA_147-04,SRM_STA_147,"{'cert_name': '(cid:127) Azure Data Scientist Associate', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Premium,Cloud,2026
RW-CERT-SRM_STA_148-01,SRM_STA_148,"{'cert_name': '(cid:127) Microsoft Certified: Azure AI Fundamentals', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,AI,2023
RW-CERT-SRM_STA_148-02,SRM_STA_148,"{'cert_name': '(cid:127) Google Cloud Certified: Data Engineer', 'issuing_body': 'Google', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Standard,Web,2022
RW-CERT-SRM_STA_148-03,SRM_STA_148,"{'cert_name': '(cid:127) AWS Certified Machine Learning', 'issuing_body': 'Specialty — Amazon', 'tier': 'National', 'year_obtained': 2023}",Issuer,National,Programming,2022
RW-CERT-SRM_STA_149-01,SRM_STA_149,"{'cert_name': '(cid:127) A4Q Certified Selenium 4 Tester Foundation', 'issuing_body': 'A4Q', 'tier': 'National', 'year_obtained': 2025}",Issuer,Local,Cloud,2022
RW-CERT-SRM_STA_149-02,SRM_STA_149,"{'cert_name': '(cid:127) Certified Associate in Project Management (CAPM)', 'issuing_body': 'PMI', 'tier': 'National', 'year_obtained': 2025}",Issuer,Local,Programming,2025
RW-CERT-SRM_STA_149-03,SRM_STA_149,"{'cert_name': '(cid:127) NPTEL', 'issuing_body': 'Programming in Java — NPTEL', 'tier': 'NPTEL', 'year_obtained': 2024}",Issuer,Global_Premium,Programming,2026
RW-CERT-SRM_STA_150-01,SRM_STA_150,"{'cert_name': '(cid:127) GitHub Actions Certification', 'issuing_body': 'GitHub', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Standard,Web,2026
RW-CERT-SRM_STA_150-02,SRM_STA_150,"{'cert_name': '(cid:127) MuleSoft Certified Developer', 'issuing_body': 'Level 1 — MuleSoft', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,Web,2024
RW-CERT-SRM_STA_150-03,SRM_STA_150,"{'cert_name': '(cid:127) Oracle Certified Professional: Java SE 17 Developer', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Standard,Cloud,2024
RW-CERT-SRM_STA_150-04,SRM_STA_150,"{'cert_name': '(cid:127) Certified Modern Web Development', 'issuing_body': 'Coursera', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Standard,Cloud,2022
RW-CERT-SRM_STA_151-01,SRM_STA_151,"{'cert_name': '(cid:127) Oracle AI Autonomous Database 2025 Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,AI,2023
RW-CERT-SRM_STA_151-02,SRM_STA_151,"{'cert_name': '(cid:127) Entry Certificate in Business Analysis (ECBA)', 'issuing_body': 'IIBA', 'tier': 'National', 'year_obtained': 2025}",Issuer,National,Web,2022
RW-CERT-SRM_STA_151-03,SRM_STA_151,"{'cert_name': '(cid:127) Oracle Cloud Infrastructure 2025 Data Science Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Standard,Data,2025
RW-CERT-SRM_STA_151-04,SRM_STA_151,"{'cert_name': '(cid:127) Google Cloud Certified: Machine Learning Engineer', 'issuing_body': 'Google', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Standard,Web,2026
RW-CERT-SRM_STA_152-01,SRM_STA_152,"{'cert_name': '(cid:127) AWS Certified Machine Learning', 'issuing_body': 'Specialty — Amazon', 'tier': 'National', 'year_obtained': 2024}",Issuer,Local,Programming,2024
RW-CERT-SRM_STA_152-02,SRM_STA_152,"{'cert_name': '(cid:127) Microsoft Certified: Azure Data Engineer Associate', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,AI,2026
RW-CERT-SRM_STA_152-03,SRM_STA_152,"{'cert_name': '(cid:127) Google Cloud Certified: Machine Learning Engineer', 'issuing_body': 'Google', 'tier': 'National', 'year_obtained': 2023}",Issuer,National,Programming,2026
RW-CERT-SRM_STA_153-01,SRM_STA_153,"{'cert_name': '(cid:127) Microsoft Certified: Azure AI Fundamentals', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2025}",Issuer,National,AI,2025
RW-CERT-SRM_STA_153-02,SRM_STA_153,"{'cert_name': '(cid:127) Oracle AI Autonomous Database 2025 Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,Data,2025
RW-CERT-SRM_STA_153-03,SRM_STA_153,"{'cert_name': '(cid:127) Scaler', 'issuing_body': 'Data Structures and Algorithms — Scaler', 'tier': 'National', 'year_obtained': 2023}",Issuer,Local,Web,2026
RW-CERT-SRM_STA_153-04,SRM_STA_153,"{'cert_name': '(cid:127) Oracle Cloud Infrastructure 2025 Generative AI Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2023}",Issuer,National,Cloud,2022
RW-CERT-SRM_STA_154-01,SRM_STA_154,"{'cert_name': '(cid:127) Google Cloud Certified: Data Engineer', 'issuing_body': 'Google', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,Programming,2022
RW-CERT-SRM_STA_154-02,SRM_STA_154,"{'cert_name': '(cid:127) Azure Data Scientist Associate', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Standard,Cloud,2024
RW-CERT-SRM_STA_154-03,SRM_STA_154,"{'cert_name': '(cid:127) Tableau Certified Data Analyst', 'issuing_body': 'Tableau', 'tier': 'National', 'year_obtained': 2023}",Issuer,National,AI,2023
RW-CERT-SRM_STA_154-04,SRM_STA_154,"{'cert_name': '(cid:127) Unity Certified Associate Game Developer', 'issuing_body': 'Unity Technologies', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Standard,Web,2024
RW-CERT-SRM_STA_155-01,SRM_STA_155,"{'cert_name': '(cid:127) Red Hat Certified System Administrator (RHCSA)', 'issuing_body': 'Red Hat', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Standard,Web,2024
RW-CERT-SRM_STA_155-02,SRM_STA_155,"{'cert_name': '(cid:127) Certified Kubernetes Application Developer (CKAD)', 'issuing_body': 'CNCF', 'tier': 'National', 'year_obtained': 2024}",Issuer,Local,Data,2023
RW-CERT-SRM_STA_155-03,SRM_STA_155,"{'cert_name': '(cid:127) Certified Cloud Security Engineer', 'issuing_body': 'EC-Council', 'tier': 'National', 'year_obtained': 2023}","{'cert_name': '(cid:127) Certified Cloud Security Engineer', 'issuing_body': 'EC",Global_Premium,Web,2023
RW-CERT-SRM_STA_156-01,SRM_STA_156,"{'cert_name': '(cid:127) NPTEL', 'issuing_body': 'Programming in Java — NPTEL', 'tier': 'NPTEL', 'year_obtained': 2025}",Issuer,National,Web,2025
RW-CERT-SRM_STA_156-02,SRM_STA_156,"{'cert_name': '(cid:127) Atlassian Certified Associate', 'issuing_body': 'Jira Software Essentials — Atlassian', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,Data,2025
RW-CERT-SRM_STA_157-01,SRM_STA_157,"{'cert_name': '(cid:127) NPTEL', 'issuing_body': 'Machine Learning — NPTEL', 'tier': 'NPTEL', 'year_obtained': 2025}",Issuer,Global_Standard,Programming,2025
RW-CERT-SRM_STA_157-02,SRM_STA_157,"{'cert_name': '(cid:127) Atlassian Certified Associate', 'issuing_body': 'Jira Software Essentials — Atlassian', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,Programming,2022
RW-CERT-SRM_STA_158-01,SRM_STA_158,"{'cert_name': '(cid:127) Microsoft Power Platform Fundamentals', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Premium,Data,2022
RW-CERT-SRM_STA_158-02,SRM_STA_158,"{'cert_name': '(cid:127) Google Cloud Certified: Data Engineer', 'issuing_body': 'Google', 'tier': 'National', 'year_obtained': 2023}",Issuer,National,Programming,2025
RW-CERT-SRM_STA_158-03,SRM_STA_158,"{'cert_name': '(cid:127) Azure Data Scientist Associate', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Standard,Cloud,2026
RW-CERT-SRM_STA_158-04,SRM_STA_158,"{'cert_name': '(cid:127) Oracle AI Autonomous Database 2025 Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Standard,Programming,2026
RW-CERT-SRM_STA_159-01,SRM_STA_159,"{'cert_name': '(cid:127) Microsoft Dynamics 365 Finance Functional Consultant (MB', 'issuing_body': '310) — Microsoft', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,AI,2022
RW-CERT-SRM_STA_159-02,SRM_STA_159,"{'cert_name': '(cid:127) NVIDIA Certified Associate', 'issuing_body': 'Generative AI Multimodal — NVIDIA', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,Cloud,2022
RW-CERT-SRM_STA_159-03,SRM_STA_159,"{'cert_name': '(cid:127) Microsoft Certified: Azure AI Fundamentals', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,AI,2025
RW-CERT-SRM_STA_160-01,SRM_STA_160,"{'cert_name': '(cid:127) AWS Certified AI Practitioner', 'issuing_body': 'Amazon', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Standard,Web,2025
RW-CERT-SRM_STA_160-02,SRM_STA_160,"{'cert_name': '(cid:127) GitHub Copilot Certification', 'issuing_body': 'GitHub', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,AI,2025
RW-CERT-SRM_STA_160-03,SRM_STA_160,"{'cert_name': '(cid:127) Red Hat Certified Specialist in Containers', 'issuing_body': 'Red Hat', 'tier': 'National', 'year_obtained': 2024}",Issuer,Local,Programming,2026
RW-CERT-SRM_STA_160-04,SRM_STA_160,"{'cert_name': '(cid:127) ISTQB Foundation Level', 'issuing_body': 'ISTQB', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Standard,Cloud,2026
RW-CERT-SRM_STA_161-01,SRM_STA_161,"{'cert_name': '(cid:127) Oracle Certified Professional: Java SE 17 Developer', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Standard,Programming,2023
RW-CERT-SRM_STA_161-02,SRM_STA_161,"{'cert_name': '(cid:127) Google Cloud Certified: Cloud Digital Leader', 'issuing_body': 'Google', 'tier': 'National', 'year_obtained': 2023}",Issuer,National,Programming,2022
RW-CERT-SRM_STA_161-03,SRM_STA_161,"{'cert_name': '(cid:127) CompTIA Cloud+', 'issuing_body': 'CompTIA', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Premium,Cloud,2022
RW-CERT-SRM_STA_162-01,SRM_STA_162,"{'cert_name': '(cid:127) NPTEL', 'issuing_body': 'Machine Learning — NPTEL', 'tier': 'NPTEL', 'year_obtained': 2025}",Issuer,National,Cloud,2022
RW-CERT-SRM_STA_162-02,SRM_STA_162,"{'cert_name': '(cid:127) Certified Blockchain Expert', 'issuing_body': 'Blockchain Council', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,Cloud,2024
RW-CERT-SRM_STA_163-01,SRM_STA_163,"{'cert_name': '(cid:127) Oracle Database SQL Specialist (1Z0', 'issuing_body': '914) — Oracle', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,Cloud,2025
RW-CERT-SRM_STA_163-02,SRM_STA_163,"{'cert_name': '(cid:127) Oracle Certified Professional: Java SE 11 Developer', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Standard,Data,2023
RW-CERT-SRM_STA_163-03,SRM_STA_163,"{'cert_name': '(cid:127) CompTIA Cloud+', 'issuing_body': 'CompTIA', 'tier': 'National', 'year_obtained': 2024}",Issuer,Local,Cloud,2024
RW-CERT-SRM_STA_163-04,SRM_STA_163,"{'cert_name': '(cid:127) Linux Essentials', 'issuing_body': 'LPI', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Standard,Cloud,2022
RW-CERT-SRM_STA_164-01,SRM_STA_164,"{'cert_name': '(cid:127) IBM Certified Mobile Application Developer', 'issuing_body': 'IBM', 'tier': 'National', 'year_obtained': 2025}",Issuer,National,AI,2026
RW-CERT-SRM_STA_164-02,SRM_STA_164,"{'cert_name': '(cid:127) CompTIA IT Fundamentals', 'issuing_body': 'CompTIA', 'tier': 'National', 'year_obtained': 2024}",Issuer,Local,Cloud,2022
RW-CERT-SRM_STA_164-03,SRM_STA_164,"{'cert_name': '(cid:127) MongoDB Associate Developer', 'issuing_body': 'MongoDB', 'tier': 'National', 'year_obtained': 2023}",Issuer,National,Programming,2022
RW-CERT-SRM_STA_165-01,SRM_STA_165,"{'cert_name': '(cid:127) Blue Prism Certified Developer', 'issuing_body': 'Blue Prism', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Standard,Web,2025
RW-CERT-SRM_STA_165-02,SRM_STA_165,"{'cert_name': '(cid:127) Atlassian Certified Associate', 'issuing_body': 'Jira Software Essentials — Atlassian', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Standard,Programming,2026
RW-CERT-SRM_STA_165-03,SRM_STA_165,"{'cert_name': '(cid:127) Docker Certified Associate', 'issuing_body': 'Docker', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Standard,Cloud,2025
RW-CERT-SRM_STA_165-04,SRM_STA_165,"{'cert_name': '(cid:127) GitHub Actions Certification', 'issuing_body': 'GitHub', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Premium,Data,2026
RW-CERT-SRM_STA_166-01,SRM_STA_166,"{'cert_name': '(cid:127) Professional Scrum Master (PSM I)', 'issuing_body': 'Scrum.org', 'tier': 'National', 'year_obtained': 2025}",Issuer,Local,Data,2026
RW-CERT-SRM_STA_166-02,SRM_STA_166,"{'cert_name': '(cid:127) NPTEL', 'issuing_body': 'Programming in Java — NPTEL', 'tier': 'NPTEL', 'year_obtained': 2025}",Issuer,National,AI,2026
RW-CERT-SRM_STA_166-03,SRM_STA_166,"{'cert_name': '(cid:127) A4Q Certified Selenium 4 Tester Foundation', 'issuing_body': 'A4Q', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Premium,Web,2025
RW-CERT-SRM_STA_166-04,SRM_STA_166,"{'cert_name': '(cid:127) Atlassian Certified Associate', 'issuing_body': 'Jira Software Essentials — Atlassian', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Premium,Data,2022
RW-CERT-SRM_STA_167-01,SRM_STA_167,"{'cert_name': '(cid:127) Salesforce Certified Agentforce Specialist', 'issuing_body': 'Salesforce', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,AI,2025
RW-CERT-SRM_STA_167-02,SRM_STA_167,"{'cert_name': '(cid:127) Platform App Builder Certification', 'issuing_body': 'Salesforce', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Premium,Programming,2023
RW-CERT-SRM_STA_167-03,SRM_STA_167,"{'cert_name': '(cid:127) Oracle Certified Professional: Java SE 17 Developer', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2024}",Issuer,Local,Programming,2022
RW-CERT-SRM_STA_168-01,SRM_STA_168,"{'cert_name': '(cid:127) AWS Certified Developer', 'issuing_body': 'Associate — Amazon', 'tier': 'National', 'year_obtained': 2025}",Issuer,Local,AI,2025
RW-CERT-SRM_STA_168-02,SRM_STA_168,"{'cert_name': '(cid:127) AWS Certified AI Practitioner', 'issuing_body': 'Amazon', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,AI,2022
RW-CERT-SRM_STA_168-03,SRM_STA_168,"{'cert_name': '(cid:127) JSE', 'issuing_body': 'Certified Entry-Level JavaScript Programmer — PTI', 'tier': 'National', 'year_obtained': 2025}","{'cert_name': '(cid:127) JSE', 'issuing_body': 'Certified Entry",Local,AI,2024
RW-CERT-SRM_STA_169-01,SRM_STA_169,"{'cert_name': '(cid:127) Oracle AI Autonomous Database 2025 Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2025}",Issuer,National,Web,2026
RW-CERT-SRM_STA_169-02,SRM_STA_169,"{'cert_name': '(cid:127) Azure Data Scientist Associate', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Standard,Programming,2025
RW-CERT-SRM_STA_169-03,SRM_STA_169,"{'cert_name': '(cid:127) NVIDIA Certified Associate', 'issuing_body': 'Generative AI LLMs — NVIDIA', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Premium,Cloud,2024
RW-CERT-SRM_STA_169-04,SRM_STA_169,"{'cert_name': '(cid:127) Microsoft Dynamics 365 Finance Functional Consultant (MB', 'issuing_body': '310) — Microsoft', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Premium,Web,2024
RW-CERT-SRM_STA_170-01,SRM_STA_170,"{'cert_name': '(cid:127) Microsoft Certified: Azure AI Fundamentals', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Standard,AI,2025
RW-CERT-SRM_STA_170-02,SRM_STA_170,"{'cert_name': '(cid:127) AWS Certified AI Practitioner', 'issuing_body': 'Amazon', 'tier': 'National', 'year_obtained': 2025}",Issuer,Local,Web,2025
RW-CERT-SRM_STA_170-03,SRM_STA_170,"{'cert_name': '(cid:127) Scaler', 'issuing_body': 'Data Structures and Algorithms — Scaler', 'tier': 'National', 'year_obtained': 2025}",Issuer,Local,Programming,2026
RW-CERT-SRM_STA_170-04,SRM_STA_170,"{'cert_name': '(cid:127) Azure Data Scientist Associate', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,Cloud,2025
RW-CERT-SRM_STA_171-01,SRM_STA_171,"{'cert_name': '(cid:127) Azure Data Scientist Associate', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Premium,Cloud,2023
RW-CERT-SRM_STA_171-02,SRM_STA_171,"{'cert_name': '(cid:127) Oracle AI Autonomous Database 2025 Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Premium,AI,2023
RW-CERT-SRM_STA_171-03,SRM_STA_171,"{'cert_name': '(cid:127) Microsoft Certified: Azure Data Engineer Associate', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Premium,Data,2026
RW-CERT-SRM_STA_172-01,SRM_STA_172,"{'cert_name': '(cid:127) Oracle Cloud Infrastructure 2025 Data Science Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2025}",Issuer,National,Web,2022
RW-CERT-SRM_STA_172-02,SRM_STA_172,"{'cert_name': '(cid:127) Microsoft Certified: Azure AI Fundamentals', 'issuing_body': 'Microsoft', 'tier': 'National', 'year_obtained': 2024}",Issuer,Global_Standard,Cloud,2025
RW-CERT-SRM_STA_172-03,SRM_STA_172,"{'cert_name': '(cid:127) AWS Certified AI Practitioner', 'issuing_body': 'Amazon', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Premium,Cloud,2022
RW-CERT-SRM_STA_173-01,SRM_STA_173,"{'cert_name': '(cid:127) AWS Certified Machine Learning', 'issuing_body': 'Specialty — Amazon', 'tier': 'National', 'year_obtained': 2025}",Issuer,Global_Standard,Web,2023
RW-CERT-SRM_STA_173-02,SRM_STA_173,"{'cert_name': '(cid:127) Red Hat Certified Specialist in Containers', 'issuing_body': 'Red Hat', 'tier': 'National', 'year_obtained': 2025}",Issuer,Local,Web,2022
RW-CERT-SRM_STA_173-03,SRM_STA_173,"{'cert_name': '(cid:127) Oracle Cloud Infrastructure 2025 Generative AI Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,Cloud,2022
RW-CERT-SRM_STA_173-04,SRM_STA_173,"{'cert_name': '(cid:127) Oracle AI Autonomous Database 2025 Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2023}",Issuer,Global_Premium,Web,2025
RW-CERT-SRM_STA_174-01,SRM_STA_174,"{'cert_name': '(cid:127) Nutanix Certified Associate 6', 'issuing_body': 'Nutanix', 'tier': 'National', 'year_obtained': 2025}",Issuer,Local,Programming,2022
RW-CERT-SRM_STA_174-02,SRM_STA_174,"{'cert_name': '(cid:127) Oracle APEX Cloud Developer Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2024}",Issuer,National,Web,2022
RW-CERT-SRM_STA_174-03,SRM_STA_174,"{'cert_name': '(cid:127) CompTIA Network+', 'issuing_body': 'CompTIA', 'tier': 'National', 'year_obtained': 2024}",Issuer,Local,Cloud,2026
RW-CERT-SRM_STA_174-04,SRM_STA_174,"{'cert_name': '(cid:127) Linux Essentials', 'issuing_body': 'LPI', 'tier': 'National', 'year_obtained': 2023}",Issuer,National,Web,2025
RW-CERT-SRM_STA_175-01,SRM_STA_175,"{'cert_name': '(cid:127) Oracle Cloud Infrastructure 2025 Generative AI Professional', 'issuing_body': 'Oracle', 'tier': 'National', 'year_obtained': 2025}",Issuer,Local,Data,2023
