student_id,skill_name,proficiency,verified
SRM_TWO_055,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_055,"{'skill_name': 'B.Tech – Gaming Technology', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_055,"{'skill_name': '(cid:127) Python', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_055,"{'skill_name': 'CGPA: 8.88', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_055,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_055,"{'skill_name': 'Expected: 2026', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_055,"{'skill_name': '(cid:127) C# Class XII: 98.8% (HSC)', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_056,"{'skill_name': 'B.Tech – Gaming Technology', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_056,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_056,"{'skill_name': 'CGPA: 7.69', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_056,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_056,"{'skill_name': 'Expected: 2026', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_056,"{'skill_name': '(cid:127) Python', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_056,"{'skill_name': 'Class XII: 77.6% (ICSE)', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_056,"{'skill_name': 'Class X: 77.6% (Matriculation Board)', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_057,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_057,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_057,"{'skill_name': 'B.Tech – Mechanical Engineering', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_057,"{'skill_name': '(cid:127) C', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_057,"{'skill_name': 'CGPA: 7.51', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_057,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_057,"{'skill_name': 'Expected: 2025', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_057,"{'skill_name': '(cid:127) Python Class XII: 81.0% (HSC)', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_058,"{'skill_name': 'Machine Learning', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_058,"{'skill_name': 'Scikit-Learn', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_058,"{'skill_name': 'Javascript', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_058,"{'skill_name': 'Tensorflow', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_058,"{'skill_name': 'Fastapi', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_058,"{'skill_name': 'Mongodb', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_058,"{'skill_name': 'Pytorch', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_058,"{'skill_name': 'Pandas', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_059,"{'skill_name': 'Microservices', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_059,"{'skill_name': 'Scikit-Learn', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_059,"{'skill_name': 'Javascript', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_059,"{'skill_name': 'Postgresql', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_059,"{'skill_name': 'Kubernetes', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_059,"{'skill_name': 'Tensorflow', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_059,"{'skill_name': 'Fastapi', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_059,"{'skill_name': 'Mongodb', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_060,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_060,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_060,"{'skill_name': 'B.Tech – Electrical and Electronics Engineering', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_060,"{'skill_name': '(cid:127) MATLAB', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_060,"{'skill_name': 'CGPA: 5.14', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_060,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_060,"{'skill_name': 'Expected: 2026', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_060,"{'skill_name': '(cid:127) Python Class XII: 57.1% (CBSE)', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_061,"{'skill_name': 'Machine Learning', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_061,"{'skill_name': 'Scikit-Learn', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_061,"{'skill_name': 'Data Science', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_061,"{'skill_name': 'Javascript', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_061,"{'skill_name': 'Tensorflow', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_061,"{'skill_name': 'Fastapi', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_061,"{'skill_name': 'Mongodb', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_061,"{'skill_name': 'Pytorch', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_062,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_062,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_062,"{'skill_name': 'B.Tech – Computer Science and Engineering (AI & ML)', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_062,"{'skill_name': '(cid:127) Java', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_062,"{'skill_name': 'CGPA: 8.33', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_062,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_062,"{'skill_name': 'Expected: 2025', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_062,"{'skill_name': '(cid:127) JavaScript Class XII: 85.7% (CBSE)', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_063,"{'skill_name': 'Microservices', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_063,"{'skill_name': 'Scikit-Learn', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_063,"{'skill_name': 'Data Science', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_063,"{'skill_name': 'Javascript', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_063,"{'skill_name': 'Postgresql', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_063,"{'skill_name': 'Kubernetes', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_063,"{'skill_name': 'Tensorflow', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_063,"{'skill_name': 'Matlab', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_064,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_064,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_064,"{'skill_name': 'B.Tech – Computer Science and Engineering (AI & ML)', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_064,"{'skill_name': '(cid:127) Java', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_064,"{'skill_name': 'CGPA: 7.4', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_064,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_064,"{'skill_name': 'Expected: 2026', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_064,"{'skill_name': '(cid:127) Python Class XII: 77.4% (State Board)', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_065,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_065,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_065,"{'skill_name': 'B.Tech – Aerospace Engineering', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_065,"{'skill_name': '(cid:127) MATLAB', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_065,"{'skill_name': 'CGPA: 6.99', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_065,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_065,"{'skill_name': 'Expected: 2025', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_065,"{'skill_name': '(cid:127) C++ Class XII: 68.5% (HSC)', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_066,"{'skill_name': 'Machine Learning', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_066,"{'skill_name': 'Scikit-Learn', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_066,"{'skill_name': 'Huggingface', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_066,"{'skill_name': 'Javascript', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_066,"{'skill_name': 'Tensorflow', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_066,"{'skill_name': 'Fastapi', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_066,"{'skill_name': 'Mongodb', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_066,"{'skill_name': 'Pytorch', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_067,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_067,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_067,"{'skill_name': 'B.Tech – Artificial Intelligence and Data Science', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_067,"{'skill_name': '(cid:127) Python', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_067,"{'skill_name': 'CGPA: 9.65', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_067,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_067,"{'skill_name': 'Expected: 2026', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_067,"{'skill_name': '(cid:127) SQL Class XII: 92.1% (State Board)', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_068,"{'skill_name': 'B.Tech – Mechanical Engineering', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_068,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_068,"{'skill_name': 'CGPA: 6.98', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_068,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_068,"{'skill_name': 'Expected: 2025', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_068,"{'skill_name': '(cid:127) MATLAB', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_068,"{'skill_name': 'Class XII: 75.1% (ICSE)', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_068,"{'skill_name': 'Class X: 68.3% (CBSE)', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_069,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_069,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_069,"{'skill_name': 'B.Tech – Electrical and Electronics Engineering', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_069,"{'skill_name': '(cid:127) Python', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_069,"{'skill_name': 'CGPA: 5.67', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_069,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_069,"{'skill_name': 'Expected: 2026', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_069,"{'skill_name': '(cid:127) MATLAB Class XII: 55.0% (ICSE)', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_070,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_070,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_070,"{'skill_name': 'B.Tech – Information Technology', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_070,"{'skill_name': '(cid:127) Java', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_070,"{'skill_name': 'CGPA: 5.64', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_070,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_070,"{'skill_name': 'Expected: 2026', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_070,"{'skill_name': '(cid:127) PHP Class XII: 51.9% (HSC)', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_071,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_071,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_071,"{'skill_name': 'B.Tech – Computer Science and Engineering (AI & ML)', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_071,"{'skill_name': '(cid:127) Java', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_071,"{'skill_name': 'CGPA: 8.79', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_071,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_071,"{'skill_name': 'Expected: 2025', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_071,"{'skill_name': '(cid:127) Python Class XII: 89.2% (CBSE)', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_072,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_072,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_072,"{'skill_name': 'B.Tech – Electrical and Electronics Engineering', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_072,"{'skill_name': '(cid:127) Python', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_072,"{'skill_name': 'CGPA: 8.26', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_072,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_072,"{'skill_name': 'Expected: 2025', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_072,"{'skill_name': '(cid:127) MATLAB Class XII: 89.7% (State Board)', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_073,"{'skill_name': 'Scikit-Learn', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_073,"{'skill_name': 'Data Science', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_073,"{'skill_name': 'Huggingface', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_073,"{'skill_name': 'Javascript', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_073,"{'skill_name': 'Tensorflow', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_073,"{'skill_name': 'Fastapi', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_073,"{'skill_name': 'Mongodb', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_073,"{'skill_name': 'Pandas', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_074,"{'skill_name': 'Microservices', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_074,"{'skill_name': 'Scikit-Learn', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_074,"{'skill_name': 'Javascript', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_074,"{'skill_name': 'Postgresql', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_074,"{'skill_name': 'Kubernetes', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_074,"{'skill_name': 'Tensorflow', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_074,"{'skill_name': 'Android', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_074,"{'skill_name': 'Fastapi', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_075,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_075,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_075,"{'skill_name': 'B.Tech – Computer Science and Engineering (Data Science)', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_075,"{'skill_name': '(cid:127) SQL', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_075,"{'skill_name': 'CGPA: 7.35', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_075,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_075,"{'skill_name': 'Expected: 2026', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_075,"{'skill_name': '(cid:127) R Class XII: 64.4% (HSC)', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_076,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_076,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_076,"{'skill_name': 'B.Tech – Computer Science and Engineering', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_076,"{'skill_name': '(cid:127) Python', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_076,"{'skill_name': 'CGPA: 7.19', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_076,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_076,"{'skill_name': 'Expected: 2025', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_076,"{'skill_name': '(cid:127) Kotlin Class XII: 75.4% (State Board)', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_077,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_077,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_077,"{'skill_name': 'B.Tech – Cloud Computing', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_077,"{'skill_name': '(cid:127) Bash', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_077,"{'skill_name': 'CGPA: 8.31', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_077,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_077,"{'skill_name': 'Expected: 2026', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_077,"{'skill_name': '(cid:127) Python Class XII: 83.7% (HSC)', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_078,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_078,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_078,"{'skill_name': 'B.Tech – Artificial Intelligence and Data Science', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_078,"{'skill_name': '(cid:127) R', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_078,"{'skill_name': 'CGPA: 6.51', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_078,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_078,"{'skill_name': 'Expected: 2026', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_078,"{'skill_name': '(cid:127) Python Class XII: 70.1% (State Board)', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_079,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_079,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_079,"{'skill_name': 'B.Tech – Artificial Intelligence and Data Science', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_079,"{'skill_name': '(cid:127) SQL', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_079,"{'skill_name': 'CGPA: 7.05', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_079,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_079,"{'skill_name': 'Expected: 2027', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_079,"{'skill_name': '(cid:127) R Class XII: 57.5% (State Board)', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_080,"{'skill_name': 'B.Tech – Computer Science and Engineering (AI & ML)', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_080,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_080,"{'skill_name': 'CGPA: 6.37', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_080,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_080,"{'skill_name': 'Expected: 2026', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_080,"{'skill_name': '(cid:127) C++', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_080,"{'skill_name': 'Class XII: 64.1% (CBSE)', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_080,"{'skill_name': 'Class X: 57.1% (CBSE)', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_081,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_081,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_081,"{'skill_name': 'B.Tech – Cloud Computing', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_081,"{'skill_name': '(cid:127) Bash', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_081,"{'skill_name': 'CGPA: 9.19', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_081,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_081,"{'skill_name': 'Expected: 2025', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_081,"{'skill_name': '(cid:127) JavaScript Class XII: 89.3% (ICSE)', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_082,"{'skill_name': 'Scikit-Learn', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_082,"{'skill_name': 'Data Science', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_082,"{'skill_name': 'Javascript', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_082,"{'skill_name': 'Tensorflow', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_082,"{'skill_name': 'Fastapi', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_082,"{'skill_name': 'Mongodb', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_082,"{'skill_name': 'Pandas', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_082,"{'skill_name': 'Python', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_083,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_083,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_083,"{'skill_name': 'B.Tech – Electrical and Electronics Engineering', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_083,"{'skill_name': '(cid:127) C', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_083,"{'skill_name': 'CGPA: 8.55', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_083,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_083,"{'skill_name': 'Expected: 2025', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_083,"{'skill_name': '(cid:127) MATLAB Class XII: 81.2% (ICSE)', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_084,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_084,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_084,"{'skill_name': 'B.Tech – Artificial Intelligence and Data Science', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_084,"{'skill_name': '(cid:127) Java', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_084,"{'skill_name': 'CGPA: 7.79', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_084,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_084,"{'skill_name': 'Expected: 2025', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_084,"{'skill_name': '(cid:127) R Class XII: 71.9% (HSC)', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_085,"{'skill_name': 'Machine Learning', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_085,"{'skill_name': 'Scikit-Learn', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_085,"{'skill_name': 'Data Science', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_085,"{'skill_name': 'Javascript', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_085,"{'skill_name': 'Tensorflow', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_085,"{'skill_name': 'Fastapi', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_085,"{'skill_name': 'Mongodb', 'proficiency': 'Intermediate'}",Advanced,False
SRM_TWO_085,"{'skill_name': 'Pandas', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_086,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_086,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_086,"{'skill_name': 'B.Tech – Computer Science and Engineering (AI & ML)', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_086,"{'skill_name': '(cid:127) Java', 'proficiency': 'Intermediate'}",Intermediate,False
SRM_TWO_086,"{'skill_name': 'CGPA: 7.53', 'proficiency': 'Intermediate'}",Advanced,True
SRM_TWO_086,"{'skill_name': '10', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_086,"{'skill_name': 'Expected: 2025', 'proficiency': 'Intermediate'}",Beginner,False
SRM_TWO_086,"{'skill_name': '(cid:127) Python Class XII: 93.3% (ICSE)', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_087,"{'skill_name': 'SRM Institute of Science and Technology', 'proficiency': 'Intermediate'}",Intermediate,True
SRM_TWO_087,"{'skill_name': 'Languages', 'proficiency': 'Intermediate'}",Beginner,True
SRM_TWO_087,"{'skill_name': 'B.Tech – Aerospace Engineering', 'proficiency': 'Intermediate'}",Beginner,False
