student_id,candidate_skill,avg_eligibility_gain,max_eligibility_gain,n_companies_gained,baseline_avg_prob,n_skills_currently
SRM_TWO_033_V2,Java,0.01,0.5811,4,0.0449,8
SRM_TWO_033_V2,C,0.0059,0.4954,3,0.0449,8
SRM_TWO_033_V2,C++,-0.0005,0.0653,3,0.0449,8
SRM_TWO_033_V2,JavaScript,0.0043,0.2225,3,0.0449,8
SRM_TWO_033_V2,TypeScript,0.0022,0.1635,2,0.0449,8
SRM_TWO_033_V2,SQL,0.018,0.4954,5,0.0449,8
SRM_TWO_033_V2,React,0.0086,0.4954,3,0.0449,8
SRM_TWO_033_V2,Angular,-0.0,0.0,0,0.0449,8
SRM_TWO_033_V2,Node.js,0.0095,0.4954,3,0.0449,8
SRM_TWO_033_V2,Django,0.0053,0.2225,3,0.0449,8
SRM_TWO_033_V2,Flask,0.0075,0.4954,2,0.0449,8
SRM_TWO_033_V2,Spring Boot,-0.0023,0.0,0,0.0449,8
SRM_TWO_033_V2,TensorFlow,0.0032,0.2225,2,0.0449,8
SRM_TWO_033_V2,PyTorch,0.0,0.0002,0,0.0449,8
SRM_TWO_033_V2,Scikit-learn,-0.0008,0.0653,2,0.0449,8
SRM_TWO_033_V2,Pandas,0.0086,0.4954,3,0.0449,8
SRM_TWO_033_V2,NumPy,0.0013,0.2225,1,0.0449,8
SRM_TWO_033_V2,AWS,0.0081,0.5811,2,0.0449,8
SRM_TWO_033_V2,Azure,-0.001,0.1321,1,0.0449,8
SRM_TWO_033_V2,GCP,-0.0011,0.0,0,0.0449,8
SRM_TWO_033_V2,Docker,0.0008,0.0653,1,0.0449,8
SRM_TWO_033_V2,Kubernetes,0.002,0.1635,1,0.0449,8
SRM_TWO_033_V2,Git,0.0032,0.0653,4,0.0449,8
SRM_TWO_033_V2,MongoDB,-0.0004,0.0653,1,0.0449,8
SRM_TWO_033_V2,PostgreSQL,-0.0,0.0,0,0.0449,8
SRM_TWO_033_V2,MySQL,0.0016,0.0653,2,0.0449,8
SRM_TWO_033_V2,Redis,0.0007,0.0564,1,0.0449,8
SRM_TWO_033_V2,HTML/CSS,0.0,0.0001,0,0.0449,8
SRM_TWO_033_V2,REST APIs,0.0,0.0,0,0.0449,8
SRM_TWO_033_V2,Linux,-0.0002,0.0653,1,0.0449,8
SRM_TWO_033_V2,Tableau,-0.0011,0.0,0,0.0449,8
SRM_TWO_033_V2,Power BI,0.0,0.0,0,0.0449,8
SRM_TWO_033_V2,Communication,0.0,0.0,0,0.0449,8
SRM_TWO_033_V2,Leadership,0.0,0.0,0,0.0449,8
SRM_TWO_034,Python,-0.0244,0.0014,0,0.2636,6
SRM_TWO_034,Java,-0.0038,0.2131,2,0.2636,6
SRM_TWO_034,C,-0.0015,0.2131,2,0.2636,6
SRM_TWO_034,JavaScript,-0.0349,0.3313,2,0.2636,6
SRM_TWO_034,TypeScript,0.0005,0.0429,1,0.2636,6
SRM_TWO_034,SQL,-0.0143,0.2131,2,0.2636,6
SRM_TWO_034,Angular,0.0041,0.3313,1,0.2636,6
SRM_TWO_034,Node.js,0.0025,0.2836,2,0.2636,6
SRM_TWO_034,Django,-0.0014,0.1737,1,0.2636,6
SRM_TWO_034,TensorFlow,-0.0002,0.1232,1,0.2636,6
SRM_TWO_034,PyTorch,0.0027,0.2131,1,0.2636,6
SRM_TWO_034,Scikit-learn,0.0107,0.572,2,0.2636,6
SRM_TWO_034,Pandas,0.0009,0.1892,1,0.2636,6
SRM_TWO_034,NumPy,0.0006,0.0429,1,0.2636,6
SRM_TWO_034,AWS,-0.0044,0.0009,0,0.2636,6
SRM_TWO_034,Azure,-0.004,0.0003,0,0.2636,6
SRM_TWO_034,GCP,0.0015,0.1232,1,0.2636,6
SRM_TWO_034,Docker,0.0011,0.0908,1,0.2636,6
SRM_TWO_034,Kubernetes,0.0033,0.2645,1,0.2636,6
SRM_TWO_034,PostgreSQL,0.0018,0.1232,2,0.2636,6
SRM_TWO_034,MySQL,0.0001,0.0036,0,0.2636,6
SRM_TWO_034,Redis,0.0033,0.2645,1,0.2636,6
SRM_TWO_034,HTML/CSS,-0.0014,0.0065,0,0.2636,6
SRM_TWO_034,REST APIs,0.0,0.0025,0,0.2636,6
SRM_TWO_034,Linux,0.0024,0.1892,1,0.2636,6
SRM_TWO_034,Tableau,0.0016,0.1232,1,0.2636,6
SRM_TWO_034,Power BI,0.0,0.0,0,0.2636,6
SRM_TWO_034,Excel,0.0034,0.2645,1,0.2636,6
SRM_TWO_034,Communication,0.0012,0.0908,1,0.2636,6
SRM_TWO_034,Leadership,0.0024,0.1892,1,0.2636,6
SRM_TWO_034_V2,Python,-0.0244,0.0704,1,0.2803,6
SRM_TWO_034_V2,Java,-0.0067,0.1502,4,0.2803,6
SRM_TWO_034_V2,C,0.0033,0.1502,6,0.2803,6
SRM_TWO_034_V2,JavaScript,-0.0367,0.2685,3,0.2803,6
SRM_TWO_034_V2,TypeScript,-0.0041,0.0342,2,0.2803,6
SRM_TWO_034_V2,SQL,-0.0189,0.1502,3,0.2803,6
SRM_TWO_034_V2,Angular,-0.0029,0.2685,2,0.2803,6
SRM_TWO_034_V2,Node.js,-0.0006,0.2882,2,0.2803,6
SRM_TWO_034_V2,Django,-0.0061,0.1417,2,0.2803,6
SRM_TWO_034_V2,TensorFlow,0.0001,0.1491,2,0.2803,6
SRM_TWO_034_V2,PyTorch,0.0029,0.1502,3,0.2803,6
SRM_TWO_034_V2,Scikit-learn,0.0083,0.5225,4,0.2803,6
SRM_TWO_034_V2,Pandas,-0.0041,0.117,3,0.2803,6
SRM_TWO_034_V2,NumPy,-0.0002,0.1471,3,0.2803,6
SRM_TWO_034_V2,AWS,-0.011,0.0394,1,0.2803,6
SRM_TWO_034_V2,Azure,-0.0086,0.0,0,0.2803,6
SRM_TWO_034_V2,GCP,0.0019,0.1491,1,0.2803,6
SRM_TWO_034_V2,Docker,-0.0012,0.1471,1,0.2803,6
SRM_TWO_034_V2,Kubernetes,0.0031,0.2888,1,0.2803,6
SRM_TWO_034_V2,PostgreSQL,0.0069,0.5225,2,0.2803,6
SRM_TWO_034_V2,MySQL,0.0022,0.1471,2,0.2803,6
SRM_TWO_034_V2,Redis,0.0036,0.2888,1,0.2803,6
SRM_TWO_034_V2,HTML/CSS,0.0006,0.2888,1,0.2803,6
SRM_TWO_034_V2,REST APIs,0.0023,0.1813,1,0.2803,6
SRM_TWO_034_V2,Linux,-0.0004,0.117,1,0.2803,6
SRM_TWO_034_V2,Tableau,0.0027,0.1491,2,0.2803,6
SRM_TWO_034_V2,Power BI,0.0,0.0,0,0.2803,6
SRM_TWO_034_V2,Excel,0.0083,0.2888,3,0.2803,6
SRM_TWO_034_V2,Communication,0.0033,0.1471,3,0.2803,6
SRM_TWO_034_V2,Leadership,0.0023,0.1813,1,0.2803,6
SRM_TWO_035,Java,0.0093,0.622,2,0.0558,9
SRM_TWO_035,C++,-0.0037,0.0026,0,0.0558,9
SRM_TWO_035,JavaScript,0.0011,0.1568,1,0.0558,9
SRM_TWO_035,TypeScript,0.0017,0.1366,1,0.0558,9
SRM_TWO_035,SQL,0.0133,0.4899,3,0.0558,9
SRM_TWO_035,React,0.0057,0.4391,2,0.0558,9
SRM_TWO_035,Angular,-0.0,0.0,0,0.0558,9
SRM_TWO_035,Node.js,0.0065,0.4391,3,0.0558,9
SRM_TWO_035,Django,0.0043,0.1568,4,0.0558,9
SRM_TWO_035,Flask,0.0074,0.4391,2,0.0558,9
SRM_TWO_035,Spring Boot,-0.003,0.0,0,0.0558,9
SRM_TWO_035,TensorFlow,0.0013,0.1568,2,0.0558,9
SRM_TWO_035,PyTorch,0.0,0.0002,0,0.0558,9
SRM_TWO_035,Scikit-learn,-0.0023,0.0019,0,0.0558,9
SRM_TWO_035,Pandas,0.0057,0.4391,2,0.0558,9
SRM_TWO_035,NumPy,0.0019,0.1568,1,0.0558,9
SRM_TWO_035,AWS,0.0075,0.622,1,0.0558,9
SRM_TWO_035,Azure,0.0002,0.1366,1,0.0558,9
SRM_TWO_035,GCP,-0.0014,0.0,0,0.0558,9
SRM_TWO_035,Docker,0.0004,0.0317,1,0.0558,9
SRM_TWO_035,Kubernetes,0.0,0.0001,0,0.0558,9
SRM_TWO_035,Git,-0.0007,0.0317,1,0.0558,9
SRM_TWO_035,MongoDB,-0.0003,0.0019,0,0.0558,9
SRM_TWO_035,PostgreSQL,-0.0,0.0,0,0.0558,9
SRM_TWO_035,MySQL,-0.0006,0.0,0,0.0558,9
SRM_TWO_035,Redis,-0.0006,0.0,0,0.0558,9
SRM_TWO_035,HTML/CSS,-0.0,0.0,0,0.0558,9
SRM_TWO_035,REST APIs,-0.0,0.0,0,0.0558,9
SRM_TWO_035,Linux,-0.0017,0.0,0,0.0558,9
SRM_TWO_035,Tableau,-0.0014,0.0,0,0.0558,9
SRM_TWO_035,Power BI,0.0,0.0,0,0.0558,9
SRM_TWO_035,Communication,-0.0,0.0,0,0.0558,9
SRM_TWO_035,Leadership,-0.0,0.0,0,0.0558,9
SRM_TWO_035_V2,Java,0.0085,0.5719,3,0.0463,9
SRM_TWO_035_V2,C++,-0.0027,0.0308,1,0.0463,9
SRM_TWO_035_V2,JavaScript,0.0003,0.1019,2,0.0463,9
SRM_TWO_035_V2,TypeScript,0.0003,0.0226,1,0.0463,9
SRM_TWO_035_V2,SQL,0.0095,0.4446,4,0.0463,9
SRM_TWO_035_V2,React,0.0069,0.4446,2,0.0463,9
SRM_TWO_035_V2,Angular,-0.0,0.0,0,0.0463,9
SRM_TWO_035_V2,Node.js,0.003,0.1019,3,0.0463,9
SRM_TWO_035_V2,Django,0.0019,0.1019,3,0.0463,9
SRM_TWO_035_V2,Flask,0.0068,0.4446,2,0.0463,9
SRM_TWO_035_V2,Spring Boot,-0.0,0.0,0,0.0463,9
SRM_TWO_035_V2,TensorFlow,0.0017,0.1019,2,0.0463,9
SRM_TWO_035_V2,PyTorch,0.0,0.0002,0,0.0463,9
SRM_TWO_035_V2,Scikit-learn,-0.0011,0.0094,0,0.0463,9
SRM_TWO_035_V2,Pandas,0.0072,0.4446,3,0.0463,9
SRM_TWO_035_V2,NumPy,0.0012,0.1019,1,0.0463,9
SRM_TWO_035_V2,AWS,0.0073,0.5719,1,0.0463,9
SRM_TWO_035_V2,Azure,0.0002,0.0226,1,0.0463,9
SRM_TWO_035_V2,GCP,-0.0018,0.0,0,0.0463,9
SRM_TWO_035_V2,Docker,0.0008,0.0629,1,0.0463,9
SRM_TWO_035_V2,Kubernetes,0.0001,0.0082,0,0.0463,9
SRM_TWO_035_V2,Git,-0.0003,0.0629,1,0.0463,9
SRM_TWO_035_V2,MongoDB,0.0,0.0082,0,0.0463,9
SRM_TWO_035_V2,PostgreSQL,-0.0,0.0,0,0.0463,9
SRM_TWO_035_V2,MySQL,0.0,0.0094,0,0.0463,9
SRM_TWO_035_V2,Redis,-0.0013,0.0,0,0.0463,9
SRM_TWO_035_V2,HTML/CSS,-0.0,0.0,0,0.0463,9
SRM_TWO_035_V2,REST APIs,0.0,0.0,0,0.0463,9
SRM_TWO_035_V2,Linux,0.0004,0.0308,1,0.0463,9
SRM_TWO_035_V2,Tableau,-0.0018,0.0,0,0.0463,9
SRM_TWO_035_V2,Power BI,0.0,0.0,0,0.0463,9
SRM_TWO_035_V2,Communication,0.0,0.0,0,0.0463,9
SRM_TWO_035_V2,Leadership,-0.0,0.0,0,0.0463,9
SRM_TWO_036,Python,0.0005,0.7212,2,0.0897,8
SRM_TWO_036,Java,0.013,0.7212,4,0.0897,8
SRM_TWO_036,C,0.0085,0.707,4,0.0897,8
SRM_TWO_036,C++,0.0258,0.7212,6,0.0897,8
SRM_TWO_036,JavaScript,-0.0188,0.4295,4,0.0897,8
SRM_TWO_036,TypeScript,0.0101,0.4295,2,0.0897,8
SRM_TWO_036,SQL,0.0085,0.7212,4,0.0897,8
SRM_TWO_036,React,0.0173,0.7212,4,0.0897,8
SRM_TWO_036,Angular,0.0041,0.4295,1,0.0897,8
SRM_TWO_036,Node.js,0.0339,0.7212,5,0.0897,8
SRM_TWO_036,Django,0.006,0.4106,2,0.0897,8
SRM_TWO_036,Flask,0.0301,0.7212,5,0.0897,8
SRM_TWO_036,Spring Boot,-0.0003,0.0,0,0.0897,8
SRM_TWO_036,TensorFlow,0.0051,0.4295,1,0.0897,8
SRM_TWO_036,PyTorch,0.0127,0.707,3,0.0897,8
SRM_TWO_036,Scikit-learn,0.008,0.4106,3,0.0897,8
SRM_TWO_036,Pandas,0.0062,0.4295,3,0.0897,8
SRM_TWO_036,NumPy,0.0092,0.4295,3,0.0897,8
SRM_TWO_036,AWS,0.0054,0.4295,2,0.0897,8
SRM_TWO_036,Azure,0.0157,0.4295,3,0.0897,8
SRM_TWO_036,Kubernetes,0.0014,0.11,1,0.0897,8
SRM_TWO_036,Git,0.0079,0.1372,5,0.0897,8
SRM_TWO_036,MongoDB,0.0,0.0,0,0.0897,8
SRM_TWO_036,PostgreSQL,0.002,0.11,2,0.0897,8
SRM_TWO_036,MySQL,0.0026,0.1372,2,0.0897,8
SRM_TWO_036,Redis,0.0014,0.11,1,0.0897,8
SRM_TWO_036,HTML/CSS,0.0011,0.11,1,0.0897,8
SRM_TWO_036,REST APIs,0.0,0.0,0,0.0897,8
SRM_TWO_036,Linux,0.0039,0.1736,2,0.0897,8
SRM_TWO_036,Tableau,0.0017,0.1372,1,0.0897,8
SRM_TWO_036,Power BI,0.0,0.0,0,0.0897,8
SRM_TWO_036,Excel,0.0014,0.11,1,0.0897,8
SRM_TWO_036,Communication,0.0014,0.1372,1,0.0897,8
SRM_TWO_036,Leadership,0.0014,0.11,1,0.0897,8
SRM_TWO_036_V2,Python,-0.0022,0.6755,2,0.1372,8
SRM_TWO_036_V2,Java,0.0113,0.6802,6,0.1372,8
SRM_TWO_036_V2,C,0.0045,0.6802,6,0.1372,8
SRM_TWO_036_V2,C++,0.034,0.6802,8,0.1372,8
SRM_TWO_036_V2,JavaScript,-0.0239,0.5169,5,0.1372,8
SRM_TWO_036_V2,TypeScript,0.0211,0.5169,4,0.1372,8
SRM_TWO_036_V2,SQL,0.011,0.6802,7,0.1372,8
SRM_TWO_036_V2,React,0.0152,0.6755,4,0.1372,8
SRM_TWO_036_V2,Angular,0.007,0.5169,2,0.1372,8
SRM_TWO_036_V2,Node.js,0.0388,0.6755,8,0.1372,8
SRM_TWO_036_V2,Django,0.015,0.5169,4,0.1372,8
SRM_TWO_036_V2,Flask,0.0331,0.6755,5,0.1372,8
SRM_TWO_036_V2,Spring Boot,0.0006,0.0156,3,0.1372,8
SRM_TWO_036_V2,TensorFlow,0.0076,0.5169,3,0.1372,8
SRM_TWO_036_V2,PyTorch,0.0088,0.6802,3,0.1372,8
SRM_TWO_036_V2,Scikit-learn,0.0081,0.4583,4,0.1372,8
SRM_TWO_036_V2,Pandas,0.0162,0.6026,5,0.1372,8
SRM_TWO_036_V2,NumPy,0.0074,0.5169,4,0.1372,8
SRM_TWO_036_V2,AWS,0.0157,0.6755,4,0.1372,8
SRM_TWO_036_V2,Azure,0.0199,0.5169,6,0.1372,8
SRM_TWO_036_V2,Kubernetes,0.0007,0.0525,1,0.1372,8
SRM_TWO_036_V2,Git,0.0023,0.1384,5,0.1372,8
SRM_TWO_036_V2,MongoDB,0.0004,0.0269,1,0.1372,8
SRM_TWO_036_V2,PostgreSQL,-0.0001,0.0525,2,0.1372,8
SRM_TWO_036_V2,MySQL,0.0008,0.0269,3,0.1372,8
SRM_TWO_036_V2,Redis,0.0007,0.0525,1,0.1372,8
SRM_TWO_036_V2,HTML/CSS,-0.0003,0.0525,1,0.1372,8
SRM_TWO_036_V2,REST APIs,0.0007,0.0525,1,0.1372,8
SRM_TWO_036_V2,Linux,0.0021,0.1384,2,0.1372,8
SRM_TWO_036_V2,Tableau,0.0026,0.1384,2,0.1372,8
SRM_TWO_036_V2,Power BI,0.0,0.0,0,0.1372,8
SRM_TWO_036_V2,Excel,0.0013,0.0525,2,0.1372,8
SRM_TWO_036_V2,Communication,0.0018,0.1384,1,0.1372,8
SRM_TWO_036_V2,Leadership,0.0007,0.0525,1,0.1372,8
SRM_TWO_037,Java,0.027,0.8694,6,0.6203,10
SRM_TWO_037,C++,0.052,0.9365,10,0.6203,10
SRM_TWO_037,JavaScript,0.0307,0.5042,13,0.6203,10
SRM_TWO_037,TypeScript,0.0276,0.9365,4,0.6203,10
SRM_TWO_037,SQL,0.0313,0.7654,12,0.6203,10
SRM_TWO_037,React,0.0195,0.5121,5,0.6203,10
SRM_TWO_037,Angular,0.0199,0.5042,5,0.6203,10
SRM_TWO_037,Node.js,0.0523,0.8694,8,0.6203,10
SRM_TWO_037,Django,0.0356,0.9035,9,0.6203,10
SRM_TWO_037,Flask,0.0277,0.5121,8,0.6203,10
SRM_TWO_037,Spring Boot,0.0287,0.7654,3,0.6203,10
SRM_TWO_037,TensorFlow,0.0305,0.9035,4,0.6203,10
SRM_TWO_037,PyTorch,0.0025,0.1458,3,0.6203,10
SRM_TWO_037,Scikit-learn,0.0289,0.8694,6,0.6203,10
SRM_TWO_037,Pandas,0.0341,0.7654,6,0.6203,10
SRM_TWO_037,NumPy,0.0009,0.0589,1,0.6203,10
SRM_TWO_037,AWS,0.0372,0.7654,7,0.6203,10
SRM_TWO_037,Azure,0.0413,0.7654,5,0.6203,10
SRM_TWO_037,GCP,0.0,0.0001,0,0.6203,10
SRM_TWO_037,Docker,0.0004,0.022,1,0.6203,10
SRM_TWO_037,Kubernetes,0.006,0.4818,1,0.6203,10
SRM_TWO_037,Git,0.0127,0.4818,4,0.6203,10
SRM_TWO_037,MongoDB,0.0,0.0,0,0.6203,10
SRM_TWO_037,PostgreSQL,0.0096,0.4818,3,0.6203,10
SRM_TWO_037,MySQL,0.0021,0.1458,2,0.6203,10
SRM_TWO_037,Redis,0.006,0.4818,1,0.6203,10
SRM_TWO_037,HTML/CSS,0.0093,0.4818,2,0.6203,10
SRM_TWO_037,REST APIs,0.0002,0.0194,1,0.6203,10
SRM_TWO_037,Linux,0.0056,0.4135,2,0.6203,10
SRM_TWO_037,Tableau,0.0009,0.0683,1,0.6203,10
SRM_TWO_037,Power BI,0.0,0.0,0,0.6203,10
SRM_TWO_037,Excel,0.006,0.4818,1,0.6203,10
SRM_TWO_037,Communication,0.0054,0.4135,2,0.6203,10
SRM_TWO_037,Leadership,0.006,0.4818,1,0.6203,10
SRM_TWO_037_V2,Java,0.0301,0.8322,7,0.5641,10
SRM_TWO_037_V2,C++,0.0781,0.9684,15,0.5641,10
SRM_TWO_037_V2,JavaScript,0.0486,0.8692,13,0.5641,10
SRM_TWO_037_V2,TypeScript,0.0451,0.9269,6,0.5641,10
SRM_TWO_037_V2,SQL,0.0588,0.9326,10,0.5641,10
SRM_TWO_037_V2,React,0.0364,0.6124,7,0.5641,10
SRM_TWO_037_V2,Angular,0.0275,0.8692,8,0.5641,10
SRM_TWO_037_V2,Node.js,0.0675,0.9684,9,0.5641,10
SRM_TWO_037_V2,Django,0.0477,0.8943,12,0.5641,10
SRM_TWO_037_V2,Flask,0.054,0.8943,10,0.5641,10
SRM_TWO_037_V2,Spring Boot,0.023,0.6124,3,0.5641,10
SRM_TWO_037_V2,TensorFlow,0.0311,0.8943,5,0.5641,10
SRM_TWO_037_V2,PyTorch,0.0075,0.3203,4,0.5641,10
SRM_TWO_037_V2,Scikit-learn,0.0295,0.8322,7,0.5641,10
SRM_TWO_037_V2,Pandas,0.0416,0.6124,8,0.5641,10
SRM_TWO_037_V2,NumPy,0.0116,0.5911,4,0.5641,10
SRM_TWO_037_V2,AWS,0.0323,0.6124,8,0.5641,10
SRM_TWO_037_V2,Azure,0.0514,0.8692,7,0.5641,10
SRM_TWO_037_V2,GCP,0.0043,0.3413,1,0.5641,10
SRM_TWO_037_V2,Docker,0.0004,0.0205,1,0.5641,10
SRM_TWO_037_V2,Kubernetes,0.0075,0.5943,1,0.5641,10
SRM_TWO_037_V2,Git,0.0161,0.5943,5,0.5641,10
SRM_TWO_037_V2,MongoDB,0.0037,0.2484,2,0.5641,10
SRM_TWO_037_V2,PostgreSQL,0.0083,0.3413,3,0.5641,10
SRM_TWO_037_V2,MySQL,0.004,0.2484,3,0.5641,10
SRM_TWO_037_V2,Redis,0.0074,0.5943,1,0.5641,10
SRM_TWO_037_V2,HTML/CSS,0.0081,0.3413,2,0.5641,10
SRM_TWO_037_V2,REST APIs,0.0044,0.3527,1,0.5641,10
SRM_TWO_037_V2,Linux,0.007,0.5285,2,0.5641,10
SRM_TWO_037_V2,Tableau,0.0074,0.3413,2,0.5641,10
SRM_TWO_037_V2,Power BI,0.0,0.0,0,0.5641,10
SRM_TWO_037_V2,Excel,0.0129,0.5943,3,0.5641,10
SRM_TWO_037_V2,Communication,0.007,0.5285,3,0.5641,10
SRM_TWO_037_V2,Leadership,0.0074,0.5943,1,0.5641,10
SRM_TWO_038,Python,0.0163,0.6821,2,0.1912,5
SRM_TWO_038,Java,0.0095,0.6599,3,0.1912,5
SRM_TWO_038,C,0.0288,0.6821,4,0.1912,5
SRM_TWO_038,C++,0.0361,0.6821,5,0.1912,5
SRM_TWO_038,JavaScript,0.0387,0.6599,5,0.1912,5
SRM_TWO_038,TypeScript,0.0033,0.1865,3,0.1912,5
SRM_TWO_038,SQL,0.0245,0.6821,5,0.1912,5
SRM_TWO_038,React,0.033,0.6821,5,0.1912,5
SRM_TWO_038,Angular,0.016,0.6599,2,0.1912,5
SRM_TWO_038,Node.js,0.0259,0.6821,5,0.1912,5
SRM_TWO_038,Django,0.0317,0.6599,5,0.1912,5
SRM_TWO_038,Flask,0.0189,0.6599,4,0.1912,5
SRM_TWO_038,Spring Boot,0.0006,0.0443,1,0.1912,5
SRM_TWO_038,TensorFlow,0.008,0.6599,1,0.1912,5
SRM_TWO_038,PyTorch,0.0153,0.6208,3,0.1912,5
SRM_TWO_038,Scikit-learn,0.0081,0.6208,2,0.1912,5
SRM_TWO_038,Pandas,0.0319,0.6821,4,0.1912,5
SRM_TWO_038,NumPy,0.0113,0.6599,3,0.1912,5
SRM_TWO_038,AWS,0.0095,0.6821,3,0.1912,5
SRM_TWO_038,GCP,0.0028,0.2277,1,0.1912,5
SRM_TWO_038,Docker,0.0068,0.547,1,0.1912,5
SRM_TWO_038,Kubernetes,0.0009,0.054,2,0.1912,5
SRM_TWO_038,Git,0.0223,0.6326,5,0.1912,5
SRM_TWO_038,MongoDB,0.0066,0.547,1,0.1912,5
SRM_TWO_038,PostgreSQL,0.0079,0.6326,1,0.1912,5
SRM_TWO_038,MySQL,0.0137,0.547,2,0.1912,5
SRM_TWO_038,Redis,0.0,0.0001,0,0.1912,5
SRM_TWO_038,HTML/CSS,0.0007,0.054,1,0.1912,5
SRM_TWO_038,REST APIs,0.0079,0.6326,1,0.1912,5
SRM_TWO_038,Linux,0.0068,0.547,1,0.1912,5
SRM_TWO_038,Tableau,0.0028,0.2277,1,0.1912,5
SRM_TWO_038,Power BI,0.0,0.0,0,0.1912,5
SRM_TWO_038,Excel,0.0095,0.6326,4,0.1912,5
SRM_TWO_038,Communication,0.007,0.547,2,0.1912,5
SRM_TWO_038,Leadership,0.0079,0.6326,1,0.1912,5
SRM_TWO_038_V2,Python,0.0399,0.9331,17,0.4489,5
SRM_TWO_038_V2,Java,0.0245,0.9331,11,0.4489,5
SRM_TWO_038_V2,C,0.0225,0.9331,10,0.4489,5
SRM_TWO_038_V2,C++,0.0646,0.9331,10,0.4489,5
SRM_TWO_038_V2,JavaScript,0.0587,0.8752,26,0.4489,5
SRM_TWO_038_V2,TypeScript,0.0241,0.8752,4,0.4489,5
SRM_TWO_038_V2,SQL,0.0517,0.9331,17,0.4489,5
SRM_TWO_038_V2,React,0.0448,0.9331,5,0.4489,5
SRM_TWO_038_V2,Angular,0.0217,0.8752,4,0.4489,5
SRM_TWO_038_V2,Node.js,0.0483,0.9331,7,0.4489,5
SRM_TWO_038_V2,Django,0.0433,0.8752,11,0.4489,5
SRM_TWO_038_V2,Flask,0.06,0.9331,10,0.4489,5
SRM_TWO_038_V2,Spring Boot,0.0052,0.1715,3,0.4489,5
SRM_TWO_038_V2,TensorFlow,0.0152,0.8752,4,0.4489,5
SRM_TWO_038_V2,PyTorch,0.0115,0.7931,3,0.4489,5
SRM_TWO_038_V2,Scikit-learn,0.0273,0.8289,5,0.4489,5
SRM_TWO_038_V2,Pandas,0.0202,0.8752,6,0.4489,5
SRM_TWO_038_V2,NumPy,0.003,0.2375,1,0.4489,5
SRM_TWO_038_V2,AWS,0.0209,0.9331,7,0.4489,5
SRM_TWO_038_V2,GCP,0.0,0.0,0,0.4489,5
SRM_TWO_038_V2,Docker,0.0048,0.3796,1,0.4489,5
SRM_TWO_038_V2,Kubernetes,0.0007,0.058,1,0.4489,5
SRM_TWO_038_V2,Git,0.0214,0.8289,5,0.4489,5
SRM_TWO_038_V2,MongoDB,0.0,0.0,0,0.4489,5
SRM_TWO_038_V2,PostgreSQL,0.0117,0.8289,2,0.4489,5
SRM_TWO_038_V2,MySQL,0.0002,0.014,1,0.4489,5
SRM_TWO_038_V2,Redis,0.0104,0.8289,1,0.4489,5
SRM_TWO_038_V2,HTML/CSS,0.0117,0.8289,2,0.4489,5
SRM_TWO_038_V2,REST APIs,0.0104,0.8289,1,0.4489,5
SRM_TWO_038_V2,Linux,0.0048,0.3796,1,0.4489,5
SRM_TWO_038_V2,Tableau,0.0047,0.3796,1,0.4489,5
SRM_TWO_038_V2,Power BI,0.0,0.0,0,0.4489,5
SRM_TWO_038_V2,Excel,0.0104,0.8289,1,0.4489,5
SRM_TWO_038_V2,Communication,0.0016,0.1007,2,0.4489,5
SRM_TWO_038_V2,Leadership,0.0104,0.8289,1,0.4489,5
SRM_TWO_039,Python,0.0117,0.3434,10,0.1218,6
SRM_TWO_039,C,0.0285,0.5736,11,0.1218,6
SRM_TWO_039,TypeScript,0.002,0.1376,4,0.1218,6
SRM_TWO_039,SQL,0.0521,0.5736,18,0.1218,6
SRM_TWO_039,React,0.0119,0.3713,5,0.1218,6
SRM_TWO_039,Angular,0.0084,0.2332,5,0.1218,6
SRM_TWO_039,Django,0.0079,0.3467,7,0.1218,6
SRM_TWO_039,Flask,0.0078,0.3467,5,0.1218,6
SRM_TWO_039,Spring Boot,0.0004,0.0846,1,0.1218,6
SRM_TWO_039,TensorFlow,0.0064,0.3231,3,0.1218,6
SRM_TWO_039,PyTorch,0.0069,0.5736,3,0.1218,6
SRM_TWO_039,Scikit-learn,0.0054,0.2269,4,0.1218,6
SRM_TWO_039,Pandas,0.0053,0.1232,5,0.1218,6
SRM_TWO_039,NumPy,0.0032,0.2269,2,0.1218,6
SRM_TWO_039,AWS,0.012,0.251,5,0.1218,6
SRM_TWO_039,Azure,0.004,0.1376,4,0.1218,6
SRM_TWO_039,GCP,0.0009,0.0753,1,0.1218,6
SRM_TWO_039,Docker,0.0024,0.1232,2,0.1218,6
SRM_TWO_039,Kubernetes,-0.0022,0.0487,1,0.1218,6
SRM_TWO_039,Git,0.0065,0.138,5,0.1218,6
SRM_TWO_039,MongoDB,0.0008,0.1232,1,0.1218,6
SRM_TWO_039,MySQL,0.0038,0.1232,3,0.1218,6
SRM_TWO_039,Redis,0.0006,0.0487,1,0.1218,6
SRM_TWO_039,HTML/CSS,0.0045,0.234,2,0.1218,6
SRM_TWO_039,REST APIs,0.0006,0.0487,1,0.1218,6
SRM_TWO_039,Linux,0.0024,0.1232,2,0.1218,6
SRM_TWO_039,Tableau,0.0025,0.1232,2,0.1218,6
SRM_TWO_039,Power BI,0.0,0.0,0,0.1218,6
SRM_TWO_039,Excel,-0.0009,0.0753,3,0.1218,6
SRM_TWO_039,Communication,0.0017,0.0753,3,0.1218,6
