student_id,company_id,group_id,fit_score,relevance_grade,rank_within_group,eligible,hard_pass
S0650,CO011,10,0.0,0,274,0,0
S0652,CO011,10,0.0,0,274,0,0
S0653,CO011,10,0.0,0,274,0,0
S0654,CO011,10,0.0,0,274,0,0
S0656,CO011,10,0.0,0,274,0,0
S0657,CO011,10,0.0,0,274,0,0
S0658,CO011,10,0.0,0,274,0,0
S0661,CO011,10,0.0,0,274,0,0
S0663,CO011,10,0.0,0,274,0,0
S0665,CO011,10,0.0,0,274,0,0
S0666,CO011,10,0.0,0,274,0,0
S0668,CO011,10,0.0,0,274,0,0
S0669,CO011,10,0.0,0,274,0,0
S0670,CO011,10,0.0,0,274,0,0
S0671,CO011,10,0.0,0,274,0,0
S0672,CO011,10,0.0,0,274,0,0
S0673,CO011,10,0.0,0,274,0,0
S0674,CO011,10,0.0,0,274,0,0
S0679,CO011,10,0.0,0,274,0,0
S0681,CO011,10,0.0,0,274,0,0
S0682,CO011,10,0.0,0,274,0,0
S0685,CO011,10,0.0,0,274,0,0
S0686,CO011,10,0.0,0,274,0,0
S0691,CO011,10,0.0,0,274,0,0
S0693,CO011,10,0.0,0,274,0,0
S0694,CO011,10,0.0,0,274,0,0
S0695,CO011,10,0.0,0,274,0,0
S0697,CO011,10,0.0,0,274,0,0
S0698,CO011,10,0.0,0,274,0,0
S0700,CO011,10,0.0,0,274,0,0
S0701,CO011,10,0.0,0,274,0,0
S0702,CO011,10,0.0,0,274,0,0
S0703,CO011,10,0.0,0,274,0,0
S0704,CO011,10,0.0,0,274,0,0
S0705,CO011,10,0.0,0,274,0,0
S0706,CO011,10,0.0,0,274,0,0
S0708,CO011,10,0.0,0,274,0,0
S0710,CO011,10,0.0,0,274,0,0
S0712,CO011,10,0.0,0,274,0,0
S0714,CO011,10,0.0,0,274,0,0
S0715,CO011,10,0.0,0,274,0,0
S0716,CO011,10,0.0,0,274,0,0
S0717,CO011,10,0.0,0,274,0,0
S0718,CO011,10,0.0,0,274,0,0
S0720,CO011,10,0.0,0,274,0,0
S0721,CO011,10,0.0,0,274,0,0
S0723,CO011,10,0.0,0,274,0,0
S0724,CO011,10,0.0,0,274,0,0
S0725,CO011,10,0.0,0,274,0,0
S0727,CO011,10,0.0,0,274,0,0
S0729,CO011,10,0.0,0,274,0,0
S0732,CO011,10,0.0,0,274,0,0
S0733,CO011,10,0.0,0,274,0,0
S0735,CO011,10,0.0,0,274,0,0
S0736,CO011,10,0.0,0,274,0,0
S0739,CO011,10,0.0,0,274,0,0
S0740,CO011,10,0.0,0,274,0,0
S0741,CO011,10,0.0,0,274,0,0
S0742,CO011,10,0.0,0,274,0,0
S0743,CO011,10,0.0,0,274,0,0
S0746,CO011,10,0.0,0,274,0,0
S0750,CO011,10,0.0,0,274,0,0
S0753,CO011,10,0.0,0,274,0,0
S0754,CO011,10,0.0,0,274,0,0
S0755,CO011,10,0.0,0,274,0,0
S0756,CO011,10,0.0,0,274,0,0
S0758,CO011,10,0.0,0,274,0,0
S0759,CO011,10,0.0,0,274,0,0
S0760,CO011,10,0.0,0,274,0,0
S0762,CO011,10,0.0,0,274,0,0
S0763,CO011,10,0.0,0,274,0,0
S0764,CO011,10,0.0,0,274,0,0
S0766,CO011,10,0.0,0,274,0,0
S0767,CO011,10,0.0,0,274,0,0
S0768,CO011,10,0.0,0,274,0,0
S0770,CO011,10,0.0,0,274,0,0
S0772,CO011,10,0.0,0,274,0,0
S0774,CO011,10,0.0,0,274,0,0
S0776,CO011,10,0.0,0,274,0,0
S0777,CO011,10,0.0,0,274,0,0
S0778,CO011,10,0.0,0,274,0,0
S0779,CO011,10,0.0,0,274,0,0
S0780,CO011,10,0.0,0,274,0,0
S0781,CO011,10,0.0,0,274,0,0
S0782,CO011,10,0.0,0,274,0,0
S0783,CO011,10,0.0,0,274,0,0
S0784,CO011,10,0.0,0,274,0,0
S0787,CO011,10,0.0,0,274,0,0
S0788,CO011,10,0.0,0,274,0,0
S0789,CO011,10,0.0,0,274,0,0
S0790,CO011,10,0.0,0,274,0,0
S0791,CO011,10,0.0,0,274,0,0
S0793,CO011,10,0.0,0,274,0,0
S0794,CO011,10,0.0,0,274,0,0
S0796,CO011,10,0.0,0,274,0,0
S0797,CO011,10,0.0,0,274,0,0
S0798,CO011,10,0.0,0,274,0,0
S0800,CO011,10,0.0,0,274,0,0
S0206,CO012,11,0.6407,3,1,1,1
S0468,CO012,11,0.6066,3,2,1,1
S0731,CO012,11,0.5359,3,3,1,1
S0179,CO012,11,0.5274,3,4,1,1
S0310,CO012,11,0.5232,3,5,1,1
S0202,CO012,11,0.5224,3,6,1,1
S0452,CO012,11,0.5175,3,7,1,1
S0395,CO012,11,0.5167,3,8,1,1
S0119,CO012,11,0.5117,3,9,1,1
S0244,CO012,11,0.5116,3,10,1,1
S0295,CO012,11,0.5058,3,11,1,1
S0548,CO012,11,0.4908,3,12,1,1
S0066,CO012,11,0.49,3,13,1,1
S0373,CO012,11,0.4899,3,14,1,1
S0260,CO012,11,0.4774,3,15,1,1
S0561,CO012,11,0.4667,3,16,1,1
S0368,CO012,11,0.4657,3,17,1,1
S0158,CO012,11,0.4625,3,18,1,1
S0442,CO012,11,0.4625,3,18,1,1
S0775,CO012,11,0.4625,3,18,1,1
S0124,CO012,11,0.455,3,21,1,1
S0171,CO012,11,0.45,3,22,1,1
S0736,CO012,11,0.44,3,23,1,1
S0535,CO012,11,0.4375,3,24,1,1
S0176,CO012,11,0.4349,3,25,1,1
S0598,CO012,11,0.4317,2,26,1,1
S0349,CO012,11,0.43,2,27,1,1
S0737,CO012,11,0.4291,2,28,1,1
S0269,CO012,11,0.425,2,29,1,1
S0606,CO012,11,0.4149,2,30,1,1
S0539,CO012,11,0.4108,2,31,1,1
S0056,CO012,11,0.4083,2,32,1,1
S0075,CO012,11,0.405,2,33,1,1
S0644,CO012,11,0.405,2,33,1,1
S0799,CO012,11,0.4008,2,35,1,1
S0553,CO012,11,0.3916,2,36,1,1
S0638,CO012,11,0.3875,2,37,1,1
S0572,CO012,11,0.385,2,38,1,1
S0668,CO012,11,0.3817,2,39,0,1
S0070,CO012,11,0.38,2,40,0,1
S0314,CO012,11,0.3792,2,41,1,1
S0234,CO012,11,0.3775,2,42,0,1
S0769,CO012,11,0.375,2,43,1,1
S0297,CO012,11,0.3708,2,44,0,1
S0771,CO012,11,0.37,2,45,1,1
S0477,CO012,11,0.3683,2,46,1,1
S0021,CO012,11,0.3675,2,47,1,1
S0232,CO012,11,0.3675,2,47,1,1
S0458,CO012,11,0.3675,2,47,0,1
S0135,CO012,11,0.3666,2,50,1,1
S0180,CO012,11,0.365,2,51,1,1
S0464,CO012,11,0.3633,2,52,0,1
S0623,CO012,11,0.3633,2,52,1,1
S0484,CO012,11,0.36,2,54,1,1
S0584,CO012,11,0.3583,2,55,0,1
S0773,CO012,11,0.3583,2,55,0,1
S0507,CO012,11,0.3567,2,57,1,1
S0296,CO012,11,0.355,2,58,0,1
S0200,CO012,11,0.3542,2,59,1,1
S0312,CO012,11,0.3542,2,59,0,1
S0010,CO012,11,0.3525,2,61,1,1
S0689,CO012,11,0.3525,2,61,0,1
S0216,CO012,11,0.3491,1,63,0,1
S0094,CO012,11,0.3483,1,64,0,1
S0317,CO012,11,0.3483,1,64,1,1
S0389,CO012,11,0.3483,1,64,0,1
S0521,CO012,11,0.3483,1,64,0,1
S0578,CO012,11,0.3483,1,64,0,1
S0685,CO012,11,0.3467,1,69,0,1
S0362,CO012,11,0.3425,1,70,1,1
S0595,CO012,11,0.3425,1,70,0,1
S0045,CO012,11,0.3383,1,72,1,1
S0043,CO012,11,0.3358,1,73,0,1
S0118,CO012,11,0.3358,1,73,1,1
S0174,CO012,11,0.3333,1,75,1,1
S0639,CO012,11,0.3333,1,75,1,1
S0508,CO012,11,0.3325,1,77,1,1
S0564,CO012,11,0.33,1,78,0,1
S0027,CO012,11,0.3292,1,79,0,1
S0659,CO012,11,0.3275,1,80,1,1
S0739,CO012,11,0.3275,1,80,0,1
S0412,CO012,11,0.3267,1,82,0,1
S0334,CO012,11,0.325,1,83,0,1
S0744,CO012,11,0.3242,1,84,0,1
S0750,CO012,11,0.3242,1,84,0,1
S0164,CO012,11,0.3225,1,86,0,1
S0123,CO012,11,0.3217,1,87,0,1
S0115,CO012,11,0.3208,1,88,0,1
S0534,CO012,11,0.3208,1,88,0,1
S0098,CO012,11,0.3192,1,90,0,1
S0664,CO012,11,0.3192,1,90,0,1
S0129,CO012,11,0.3183,1,92,0,1
S0707,CO012,11,0.3167,1,93,0,1
S0719,CO012,11,0.3158,1,94,0,1
S0337,CO012,11,0.3125,1,95,0,1
S0463,CO012,11,0.3125,1,95,0,1
S0611,CO012,11,0.3108,1,97,0,1
S0684,CO012,11,0.31,1,98,0,1
S0053,CO012,11,0.3083,1,99,0,1
S0055,CO012,11,0.305,1,100,0,1
S0136,CO012,11,0.3025,1,101,0,1
S0155,CO012,11,0.3,1,102,0,1
S0341,CO012,11,0.2975,1,103,0,1
S0426,CO012,11,0.2966,1,104,0,1
S0698,CO012,11,0.295,1,105,0,1
S0282,CO012,11,0.2933,1,106,0,1
S0309,CO012,11,0.2925,1,107,0,1
S0789,CO012,11,0.2917,1,108,0,1
S0203,CO012,11,0.2875,1,109,0,1
S0712,CO012,11,0.2875,1,109,0,1
S0596,CO012,11,0.2867,1,111,0,1
S0095,CO012,11,0.285,1,112,0,1
S0248,CO012,11,0.285,1,112,0,1
S0630,CO012,11,0.2833,1,114,0,1
S0235,CO012,11,0.2817,1,115,0,1
S0454,CO012,11,0.28,1,116,0,1
S0726,CO012,11,0.28,1,116,0,1
S0127,CO012,11,0.275,1,118,0,1
S0321,CO012,11,0.275,1,118,0,1
S0688,CO012,11,0.2742,0,120,0,1
S0752,CO012,11,0.2742,0,120,0,1
S0002,CO012,11,0.2717,0,122,0,1
S0758,CO012,11,0.2708,0,123,0,1
S0749,CO012,11,0.2692,0,124,0,1
S0020,CO012,11,0.2667,0,125,0,1
S0354,CO012,11,0.2625,0,126,0,1
S0245,CO012,11,0.26,0,127,0,1
S0264,CO012,11,0.26,0,127,0,1
S0261,CO012,11,0.2592,0,129,0,1
S0471,CO012,11,0.2592,0,129,0,1
S0204,CO012,11,0.2575,0,131,0,1
S0624,CO012,11,0.2575,0,131,0,1
S0751,CO012,11,0.2567,0,133,0,1
S0524,CO012,11,0.2525,0,134,0,1
S0011,CO012,11,0.2492,0,135,0,1
S0453,CO012,11,0.2466,0,136,0,1
S0610,CO012,11,0.245,0,137,0,1
S0102,CO012,11,0.2425,0,138,0,1
S0108,CO012,11,0.2425,0,138,0,1
S0543,CO012,11,0.2417,0,140,0,1
S0017,CO012,11,0.2408,0,141,0,1
S0302,CO012,11,0.24,0,142,0,1
S0514,CO012,11,0.2375,0,143,0,1
S0181,CO012,11,0.2367,0,144,0,1
S0291,CO012,11,0.2367,0,144,0,1
S0057,CO012,11,0.2358,0,146,0,1
S0676,CO012,11,0.2342,0,147,0,1
S0571,CO012,11,0.2325,0,148,0,1
S0772,CO012,11,0.23,0,149,0,1
S0031,CO012,11,0.2292,0,150,0,1
S0284,CO012,11,0.2292,0,150,0,1
S0097,CO012,11,0.2275,0,152,0,1
S0191,CO012,11,0.225,0,153,0,1
S0730,CO012,11,0.2242,0,154,0,1
S0144,CO012,11,0.2209,0,155,0,1
S0197,CO012,11,0.2192,0,156,0,1
S0738,CO012,11,0.2167,0,157,0,1
S0142,CO012,11,0.2125,0,158,0,1
S0646,CO012,11,0.2124,0,159,0,1
S0652,CO012,11,0.2124,0,159,0,1
S0429,CO012,11,0.21,0,161,0,1
S0303,CO012,11,0.2092,0,162,0,1
S0338,CO012,11,0.2083,0,163,0,1
S0423,CO012,11,0.2075,0,164,0,1
S0573,CO012,11,0.2042,0,165,0,1
S0147,CO012,11,0.2033,0,166,0,1
S0207,CO012,11,0.1992,0,167,0,1
S0004,CO012,11,0.195,0,168,0,1
S0648,CO012,11,0.1917,0,169,0,1
S0403,CO012,11,0.1916,0,170,0,1
S0058,CO012,11,0.1875,0,171,0,1
S0103,CO012,11,0.1792,0,172,0,1
S0327,CO012,11,0.1792,0,172,0,1
S0501,CO012,11,0.1792,0,172,0,1
S0544,CO012,11,0.1792,0,172,0,1
S0678,CO012,11,0.1792,0,172,0,1
S0692,CO012,11,0.1792,0,172,0,1
S0745,CO012,11,0.1791,0,178,0,1
S0324,CO012,11,0.175,0,179,0,1
S0003,CO012,11,0.1742,0,180,0,1
S0227,CO012,11,0.1667,0,181,0,1
S0545,CO012,11,0.1667,0,181,0,1
S0414,CO012,11,0.1625,0,183,0,1
S0635,CO012,11,0.1625,0,183,0,1
S0645,CO012,11,0.1625,0,183,0,1
S0720,CO012,11,0.1625,0,183,0,1
S0033,CO012,11,0.1542,0,187,0,1
S0279,CO012,11,0.1542,0,187,0,1
S0398,CO012,11,0.1542,0,187,0,1
S0401,CO012,11,0.15,0,190,0,1
S0577,CO012,11,0.15,0,190,0,1
S0499,CO012,11,0.145,0,192,0,1
S0632,CO012,11,0.1449,0,193,0,1
S0425,CO012,11,0.1292,0,194,0,1
S0304,CO012,11,0.1167,0,195,0,1
S0513,CO012,11,0.0875,0,196,0,1
S0195,CO012,11,0.06,0,197,0,1
S0621,CO012,11,0.0542,0,198,0,1
S0130,CO012,11,0.0292,0,199,0,1
S0251,CO012,11,0.0125,0,200,0,1
S0655,CO012,11,0.0125,0,200,0,1
S0001,CO012,11,0.0,0,202,0,0
S0005,CO012,11,0.0,0,202,0,0
S0006,CO012,11,0.0,0,202,0,0
S0007,CO012,11,0.0,0,202,0,0
S0008,CO012,11,0.0,0,202,0,0
S0009,CO012,11,0.0,0,202,0,0
S0012,CO012,11,0.0,0,202,0,0
S0013,CO012,11,0.0,0,202,0,0
S0014,CO012,11,0.0,0,202,0,0
S0015,CO012,11,0.0,0,202,0,0
S0016,CO012,11,0.0,0,202,0,0
S0018,CO012,11,0.0,0,202,0,0
S0019,CO012,11,0.0,0,202,0,0
S0022,CO012,11,0.0,0,202,0,0
S0023,CO012,11,0.0,0,202,0,0
S0024,CO012,11,0.0,0,202,0,0
S0025,CO012,11,0.0,0,202,0,0
S0026,CO012,11,0.0,0,202,0,0
S0028,CO012,11,0.0,0,202,0,0
S0029,CO012,11,0.0,0,202,0,0
S0030,CO012,11,0.0,0,202,0,0
S0032,CO012,11,0.0,0,202,0,0
S0034,CO012,11,0.0,0,202,0,0
S0035,CO012,11,0.0,0,202,0,0
S0036,CO012,11,0.0,0,202,0,0
S0037,CO012,11,0.0,0,202,0,0
S0038,CO012,11,0.0,0,202,0,0
S0039,CO012,11,0.0,0,202,0,0
S0040,CO012,11,0.0,0,202,0,0
S0041,CO012,11,0.0,0,202,0,0
S0042,CO012,11,0.0,0,202,0,0
S0044,CO012,11,0.0,0,202,0,0
S0046,CO012,11,0.0,0,202,0,0
S0047,CO012,11,0.0,0,202,0,0
S0048,CO012,11,0.0,0,202,0,0
S0049,CO012,11,0.0,0,202,0,0
S0050,CO012,11,0.0,0,202,0,0
S0051,CO012,11,0.0,0,202,0,0
S0052,CO012,11,0.0,0,202,0,0
S0054,CO012,11,0.0,0,202,0,0
S0059,CO012,11,0.0,0,202,0,0
S0060,CO012,11,0.0,0,202,0,0
S0061,CO012,11,0.0,0,202,0,0
S0062,CO012,11,0.0,0,202,0,0
S0063,CO012,11,0.0,0,202,0,0
S0064,CO012,11,0.0,0,202,0,0
S0065,CO012,11,0.0,0,202,0,0
S0067,CO012,11,0.0,0,202,0,0
S0068,CO012,11,0.0,0,202,0,0
S0069,CO012,11,0.0,0,202,0,0
S0071,CO012,11,0.0,0,202,0,0
S0072,CO012,11,0.0,0,202,0,0
S0073,CO012,11,0.0,0,202,0,0
S0074,CO012,11,0.0,0,202,0,0
S0076,CO012,11,0.0,0,202,0,0
S0077,CO012,11,0.0,0,202,0,0
S0078,CO012,11,0.0,0,202,0,0
S0079,CO012,11,0.0,0,202,0,0
S0080,CO012,11,0.0,0,202,0,0
S0081,CO012,11,0.0,0,202,0,0
S0082,CO012,11,0.0,0,202,0,0
S0083,CO012,11,0.0,0,202,0,0
S0084,CO012,11,0.0,0,202,0,0
S0085,CO012,11,0.0,0,202,0,0
S0086,CO012,11,0.0,0,202,0,0
S0087,CO012,11,0.0,0,202,0,0
S0088,CO012,11,0.0,0,202,0,0
S0089,CO012,11,0.0,0,202,0,0
S0090,CO012,11,0.0,0,202,0,0
S0091,CO012,11,0.0,0,202,0,0
S0092,CO012,11,0.0,0,202,0,0
S0093,CO012,11,0.0,0,202,0,0
S0096,CO012,11,0.0,0,202,0,0
S0099,CO012,11,0.0,0,202,0,0
S0100,CO012,11,0.0,0,202,0,0
S0101,CO012,11,0.0,0,202,0,0
S0104,CO012,11,0.0,0,202,0,0
S0105,CO012,11,0.0,0,202,0,0
S0106,CO012,11,0.0,0,202,0,0
S0107,CO012,11,0.0,0,202,0,0
S0109,CO012,11,0.0,0,202,0,0
S0110,CO012,11,0.0,0,202,0,0
S0111,CO012,11,0.0,0,202,0,0
S0112,CO012,11,0.0,0,202,0,0
S0113,CO012,11,0.0,0,202,0,0
S0114,CO012,11,0.0,0,202,0,0
S0116,CO012,11,0.0,0,202,0,0
S0117,CO012,11,0.0,0,202,0,0
S0120,CO012,11,0.0,0,202,0,0
S0121,CO012,11,0.0,0,202,0,0
S0122,CO012,11,0.0,0,202,0,0
S0125,CO012,11,0.0,0,202,0,0
S0126,CO012,11,0.0,0,202,0,0
S0128,CO012,11,0.0,0,202,0,0
S0131,CO012,11,0.0,0,202,0,0
S0132,CO012,11,0.0,0,202,0,0
S0133,CO012,11,0.0,0,202,0,0
S0134,CO012,11,0.0,0,202,0,0
S0137,CO012,11,0.0,0,202,0,0
S0138,CO012,11,0.0,0,202,0,0
S0139,CO012,11,0.0,0,202,0,0
S0140,CO012,11,0.0,0,202,0,0
S0141,CO012,11,0.0,0,202,0,0
S0143,CO012,11,0.0,0,202,0,0
S0145,CO012,11,0.0,0,202,0,0
S0146,CO012,11,0.0,0,202,0,0
S0148,CO012,11,0.0,0,202,0,0
S0149,CO012,11,0.0,0,202,0,0
S0150,CO012,11,0.0,0,202,0,0
S0151,CO012,11,0.0,0,202,0,0
S0152,CO012,11,0.0,0,202,0,0
S0153,CO012,11,0.0,0,202,0,0
S0154,CO012,11,0.0,0,202,0,0
S0156,CO012,11,0.0,0,202,0,0
S0157,CO012,11,0.0,0,202,0,0
S0159,CO012,11,0.0,0,202,0,0
S0160,CO012,11,0.0,0,202,0,0
S0161,CO012,11,0.0,0,202,0,0
S0162,CO012,11,0.0,0,202,0,0
S0163,CO012,11,0.0,0,202,0,0
S0165,CO012,11,0.0,0,202,0,0
S0166,CO012,11,0.0,0,202,0,0
S0167,CO012,11,0.0,0,202,0,0
S0168,CO012,11,0.0,0,202,0,0
S0169,CO012,11,0.0,0,202,0,0
S0170,CO012,11,0.0,0,202,0,0
S0172,CO012,11,0.0,0,202,0,0
S0173,CO012,11,0.0,0,202,0,0
S0175,CO012,11,0.0,0,202,0,0
S0177,CO012,11,0.0,0,202,0,0
S0178,CO012,11,0.0,0,202,0,0
S0182,CO012,11,0.0,0,202,0,0
S0183,CO012,11,0.0,0,202,0,0
S0184,CO012,11,0.0,0,202,0,0
S0185,CO012,11,0.0,0,202,0,0
S0186,CO012,11,0.0,0,202,0,0
S0187,CO012,11,0.0,0,202,0,0
S0188,CO012,11,0.0,0,202,0,0
S0189,CO012,11,0.0,0,202,0,0
S0190,CO012,11,0.0,0,202,0,0
S0192,CO012,11,0.0,0,202,0,0
S0193,CO012,11,0.0,0,202,0,0
S0194,CO012,11,0.0,0,202,0,0
S0196,CO012,11,0.0,0,202,0,0
S0198,CO012,11,0.0,0,202,0,0
S0199,CO012,11,0.0,0,202,0,0
S0201,CO012,11,0.0,0,202,0,0
S0205,CO012,11,0.0,0,202,0,0
S0208,CO012,11,0.0,0,202,0,0
S0209,CO012,11,0.0,0,202,0,0
S0210,CO012,11,0.0,0,202,0,0
S0211,CO012,11,0.0,0,202,0,0
S0212,CO012,11,0.0,0,202,0,0
S0213,CO012,11,0.0,0,202,0,0
S0214,CO012,11,0.0,0,202,0,0
S0215,CO012,11,0.0,0,202,0,0
S0217,CO012,11,0.0,0,202,0,0
S0218,CO012,11,0.0,0,202,0,0
S0219,CO012,11,0.0,0,202,0,0
S0220,CO012,11,0.0,0,202,0,0
S0221,CO012,11,0.0,0,202,0,0
S0222,CO012,11,0.0,0,202,0,0
S0223,CO012,11,0.0,0,202,0,0
S0224,CO012,11,0.0,0,202,0,0
S0225,CO012,11,0.0,0,202,0,0
S0226,CO012,11,0.0,0,202,0,0
S0228,CO012,11,0.0,0,202,0,0
S0229,CO012,11,0.0,0,202,0,0
S0230,CO012,11,0.0,0,202,0,0
S0231,CO012,11,0.0,0,202,0,0
S0233,CO012,11,0.0,0,202,0,0
S0236,CO012,11,0.0,0,202,0,0
S0237,CO012,11,0.0,0,202,0,0
S0238,CO012,11,0.0,0,202,0,0
S0239,CO012,11,0.0,0,202,0,0
S0240,CO012,11,0.0,0,202,0,0
S0241,CO012,11,0.0,0,202,0,0
S0242,CO012,11,0.0,0,202,0,0
S0243,CO012,11,0.0,0,202,0,0
S0246,CO012,11,0.0,0,202,0,0
S0247,CO012,11,0.0,0,202,0,0
S0249,CO012,11,0.0,0,202,0,0
S0250,CO012,11,0.0,0,202,0,0
S0252,CO012,11,0.0,0,202,0,0
S0253,CO012,11,0.0,0,202,0,0
S0254,CO012,11,0.0,0,202,0,0
S0255,CO012,11,0.0,0,202,0,0
S0256,CO012,11,0.0,0,202,0,0
S0257,CO012,11,0.0,0,202,0,0
S0258,CO012,11,0.0,0,202,0,0
S0259,CO012,11,0.0,0,202,0,0
S0262,CO012,11,0.0,0,202,0,0
S0263,CO012,11,0.0,0,202,0,0
S0265,CO012,11,0.0,0,202,0,0
S0266,CO012,11,0.0,0,202,0,0
S0267,CO012,11,0.0,0,202,0,0
S0268,CO012,11,0.0,0,202,0,0
S0270,CO012,11,0.0,0,202,0,0
S0271,CO012,11,0.0,0,202,0,0
S0272,CO012,11,0.0,0,202,0,0
S0273,CO012,11,0.0,0,202,0,0
S0274,CO012,11,0.0,0,202,0,0
S0275,CO012,11,0.0,0,202,0,0
S0276,CO012,11,0.0,0,202,0,0
S0277,CO012,11,0.0,0,202,0,0
S0278,CO012,11,0.0,0,202,0,0
S0280,CO012,11,0.0,0,202,0,0
S0281,CO012,11,0.0,0,202,0,0
S0283,CO012,11,0.0,0,202,0,0
S0285,CO012,11,0.0,0,202,0,0
S0286,CO012,11,0.0,0,202,0,0
S0287,CO012,11,0.0,0,202,0,0
S0288,CO012,11,0.0,0,202,0,0
S0289,CO012,11,0.0,0,202,0,0
S0290,CO012,11,0.0,0,202,0,0
S0292,CO012,11,0.0,0,202,0,0
S0293,CO012,11,0.0,0,202,0,0
S0294,CO012,11,0.0,0,202,0,0
S0298,CO012,11,0.0,0,202,0,0
S0299,CO012,11,0.0,0,202,0,0
S0300,CO012,11,0.0,0,202,0,0
S0301,CO012,11,0.0,0,202,0,0
S0305,CO012,11,0.0,0,202,0,0
S0306,CO012,11,0.0,0,202,0,0
S0307,CO012,11,0.0,0,202,0,0
S0308,CO012,11,0.0,0,202,0,0
S0311,CO012,11,0.0,0,202,0,0
S0313,CO012,11,0.0,0,202,0,0
S0315,CO012,11,0.0,0,202,0,0
S0316,CO012,11,0.0,0,202,0,0
S0318,CO012,11,0.0,0,202,0,0
S0319,CO012,11,0.0,0,202,0,0
S0320,CO012,11,0.0,0,202,0,0
S0322,CO012,11,0.0,0,202,0,0
S0323,CO012,11,0.0,0,202,0,0
S0325,CO012,11,0.0,0,202,0,0
S0326,CO012,11,0.0,0,202,0,0
S0328,CO012,11,0.0,0,202,0,0
S0329,CO012,11,0.0,0,202,0,0
S0330,CO012,11,0.0,0,202,0,0
S0331,CO012,11,0.0,0,202,0,0
S0332,CO012,11,0.0,0,202,0,0
S0333,CO012,11,0.0,0,202,0,0
S0335,CO012,11,0.0,0,202,0,0
S0336,CO012,11,0.0,0,202,0,0
S0339,CO012,11,0.0,0,202,0,0
S0340,CO012,11,0.0,0,202,0,0
S0342,CO012,11,0.0,0,202,0,0
S0343,CO012,11,0.0,0,202,0,0
S0344,CO012,11,0.0,0,202,0,0
S0345,CO012,11,0.0,0,202,0,0
S0346,CO012,11,0.0,0,202,0,0
S0347,CO012,11,0.0,0,202,0,0
S0348,CO012,11,0.0,0,202,0,0
S0350,CO012,11,0.0,0,202,0,0
S0351,CO012,11,0.0,0,202,0,0
S0352,CO012,11,0.0,0,202,0,0
S0353,CO012,11,0.0,0,202,0,0
S0355,CO012,11,0.0,0,202,0,0
S0356,CO012,11,0.0,0,202,0,0
S0357,CO012,11,0.0,0,202,0,0
S0358,CO012,11,0.0,0,202,0,0
S0359,CO012,11,0.0,0,202,0,0
S0360,CO012,11,0.0,0,202,0,0
S0361,CO012,11,0.0,0,202,0,0
S0363,CO012,11,0.0,0,202,0,0
S0364,CO012,11,0.0,0,202,0,0
S0365,CO012,11,0.0,0,202,0,0
S0366,CO012,11,0.0,0,202,0,0
S0367,CO012,11,0.0,0,202,0,0
S0369,CO012,11,0.0,0,202,0,0
S0370,CO012,11,0.0,0,202,0,0
S0371,CO012,11,0.0,0,202,0,0
S0372,CO012,11,0.0,0,202,0,0
S0374,CO012,11,0.0,0,202,0,0
S0375,CO012,11,0.0,0,202,0,0
S0376,CO012,11,0.0,0,202,0,0
S0377,CO012,11,0.0,0,202,0,0
S0378,CO012,11,0.0,0,202,0,0
S0379,CO012,11,0.0,0,202,0,0
S0380,CO012,11,0.0,0,202,0,0
S0381,CO012,11,0.0,0,202,0,0
S0382,CO012,11,0.0,0,202,0,0
S0383,CO012,11,0.0,0,202,0,0
S0384,CO012,11,0.0,0,202,0,0
S0385,CO012,11,0.0,0,202,0,0
S0386,CO012,11,0.0,0,202,0,0
S0387,CO012,11,0.0,0,202,0,0
S0388,CO012,11,0.0,0,202,0,0
S0390,CO012,11,0.0,0,202,0,0
S0391,CO012,11,0.0,0,202,0,0
S0392,CO012,11,0.0,0,202,0,0
S0393,CO012,11,0.0,0,202,0,0
S0394,CO012,11,0.0,0,202,0,0
S0396,CO012,11,0.0,0,202,0,0
S0397,CO012,11,0.0,0,202,0,0
S0399,CO012,11,0.0,0,202,0,0
S0400,CO012,11,0.0,0,202,0,0
S0402,CO012,11,0.0,0,202,0,0
S0404,CO012,11,0.0,0,202,0,0
S0405,CO012,11,0.0,0,202,0,0
S0406,CO012,11,0.0,0,202,0,0
S0407,CO012,11,0.0,0,202,0,0
S0408,CO012,11,0.0,0,202,0,0
S0409,CO012,11,0.0,0,202,0,0
S0410,CO012,11,0.0,0,202,0,0
S0411,CO012,11,0.0,0,202,0,0
S0413,CO012,11,0.0,0,202,0,0
S0415,CO012,11,0.0,0,202,0,0
S0416,CO012,11,0.0,0,202,0,0
S0417,CO012,11,0.0,0,202,0,0
S0418,CO012,11,0.0,0,202,0,0
S0419,CO012,11,0.0,0,202,0,0
S0420,CO012,11,0.0,0,202,0,0
S0421,CO012,11,0.0,0,202,0,0
S0422,CO012,11,0.0,0,202,0,0
S0424,CO012,11,0.0,0,202,0,0
S0427,CO012,11,0.0,0,202,0,0
S0428,CO012,11,0.0,0,202,0,0
S0430,CO012,11,0.0,0,202,0,0
S0431,CO012,11,0.0,0,202,0,0
S0432,CO012,11,0.0,0,202,0,0
S0433,CO012,11,0.0,0,202,0,0
S0434,CO012,11,0.0,0,202,0,0
S0435,CO012,11,0.0,0,202,0,0
S0436,CO012,11,0.0,0,202,0,0
S0437,CO012,11,0.0,0,202,0,0
S0438,CO012,11,0.0,0,202,0,0
